"Measure","Time","Time_type","Ethnicity of household reference person","Ethnicity_type","Geography","Geography_type","Gender","Gender_type","Age Bracket","Age Bracket Type","Value","Denominator"
"Carer's Allowance by ethnic group of head","2011/12-2013/14","Three-year average","Black","ONS 2011 5+730","K02000001","ONS geography code","All","All","All","All","2","1621"
"Child Benefit by ethnic group of head","2011/12-2013/14","Three-year average","Black","ONS 2011 5+731","K02000001","ONS geography code","All","All","All","All","31","1621"
"Child Tax Credit by ethnic group of head","2011/12-2013/14","Three-year average","Black","ONS 2011 5+732","K02000001","ONS geography code","All","All","All","All","22","1621"
"Council Tax Reduction by ethnic group of head","2011/12-2013/14","Three-year average","Black","ONS 2011 5+733","K02000001","ONS geography code","All","All","All","All","26","1621"
"Disability Living Allowance (care component) by ethnic group of head","2011/12-2013/14","Three-year average","Black","ONS 2011 5+734","K02000001","ONS geography code","All","All","All","All","5","1621"
"Disability Living Allowance (mobility component) by ethnic group of head","2011/12-2013/14","Three-year average","Black","ONS 2011 5+735","K02000001","ONS geography code","All","All","All","All","5","1621"
"Employment and Support Allowance by ethnic group of head","2011/12-2013/14","Three-year average","Black","ONS 2011 5+736","K02000001","ONS geography code","All","All","All","All","2","1621"
"Housing Benefit by ethnic group of head","2011/12-2013/14","Three-year average","Black","ONS 2011 5+737","K02000001","ONS geography code","All","All","All","All","26","1621"
"Incapacity Benefit by ethnic group of head","2011/12-2013/14","Three-year average","Black","ONS 2011 5+738","K02000001","ONS geography code","All","All","All","All","1","1621"
"Income Support by ethnic group of head","2011/12-2013/14","Three-year average","Black","ONS 2011 5+739","K02000001","ONS geography code","All","All","All","All","8","1621"
"Industrial Injuries Disablement Benefit by ethnic group of head","2011/12-2013/14","Three-year average","Black","ONS 2011 5+740","K02000001","ONS geography code","All","All","All","All","-","1621"
"Jobseeker's Allowance by ethnic group of head","2011/12-2013/14","Three-year average","Black","ONS 2011 5+741","K02000001","ONS geography code","All","All","All","All","8","1621"
"On any income-related benefit by ethnic group of head","2011/12-2013/14","Three-year average","Black","ONS 2011 5+742","K02000001","ONS geography code","All","All","All","All","32","1621"
"On any non-income-related benefit by ethnic group of head","2011/12-2013/14","Three-year average","Black","ONS 2011 5+743","K02000001","ONS geography code","All","All","All","All","50","1621"
"Pension Credit by ethnic group of head","2011/12-2013/14","Three-year average","Black","ONS 2011 5+744","K02000001","ONS geography code","All","All","All","All","4","1621"
"Severe Disablement Allowance by ethnic group of head","2011/12-2013/14","Three-year average","Black","ONS 2011 5+745","K02000001","ONS geography code","All","All","All","All","-","1621"
"State Pension by ethnic group of head","2011/12-2013/14","Three-year average","Black","ONS 2011 5+746","K02000001","ONS geography code","All","All","All","All","10","1621"
"Widow's Benefits by ethnic group of head","2011/12-2013/14","Three-year average","Black","ONS 2011 5+747","K02000001","ONS geography code","All","All","All","All","-","1621"
"Working Tax Credit by ethnic group of head","2011/12-2013/14","Three-year average","Black","ONS 2011 5+748","K02000001","ONS geography code","All","All","All","All","10","1621"
"All in receipt of benefit by ethnic group of head","2011/12-2013/14","Three-year average","Chinese","ONS 2011 5+749","K02000001","ONS geography code","All","All","All","All","30","246"
"All in receipt of state support by ethnic group of head","2011/12-2013/14","Three-year average","Chinese","ONS 2011 5+750","K02000001","ONS geography code","All","All","All","All","31","246"
"All in receipt of Tax Credits by ethnic group of head","2011/12-2013/14","Three-year average","Chinese","ONS 2011 5+751","K02000001","ONS geography code","All","All","All","All","7","246"
"Armed Forces Compensation Scheme by ethnic group of head","2011/12-2013/14","Three-year average","Chinese","ONS 2011 5+752","K02000001","ONS geography code","All","All","All","All","0","246"
"Attendance Allowance by ethnic group of head","2011/12-2013/14","Three-year average","Chinese","ONS 2011 5+753","K02000001","ONS geography code","All","All","All","All","0","246"
"Carer's Allowance by ethnic group of head","2011/12-2013/14","Three-year average","Chinese","ONS 2011 5+754","K02000001","ONS geography code","All","All","All","All","0","246"
"Child Benefit by ethnic group of head","2011/12-2013/14","Three-year average","Chinese","ONS 2011 5+755","K02000001","ONS geography code","All","All","All","All","19","246"
"Child Tax Credit by ethnic group of head","2011/12-2013/14","Three-year average","Chinese","ONS 2011 5+756","K02000001","ONS geography code","All","All","All","All","6","246"
"Council Tax Reduction by ethnic group of head","2011/12-2013/14","Three-year average","Chinese","ONS 2011 5+757","K02000001","ONS geography code","All","All","All","All","7","246"
"Disability Living Allowance (care component) by ethnic group of head","2011/12-2013/14","Three-year average","Chinese","ONS 2011 5+758","K02000001","ONS geography code","All","All","All","All","2","246"
"Disability Living Allowance (mobility component) by ethnic group of head","2011/12-2013/14","Three-year average","Chinese","ONS 2011 5+759","K02000001","ONS geography code","All","All","All","All","2","246"
"Employment and Support Allowance by ethnic group of head","2011/12-2013/14","Three-year average","Chinese","ONS 2011 5+760","K02000001","ONS geography code","All","All","All","All","1","246"
"Housing Benefit by ethnic group of head","2011/12-2013/14","Three-year average","Chinese","ONS 2011 5+761","K02000001","ONS geography code","All","All","All","All","5","246"
"Incapacity Benefit by ethnic group of head","2011/12-2013/14","Three-year average","Chinese","ONS 2011 5+762","K02000001","ONS geography code","All","All","All","All","0","246"
"Income Support by ethnic group of head","2011/12-2013/14","Three-year average","Chinese","ONS 2011 5+763","K02000001","ONS geography code","All","All","All","All","1","246"
"Industrial Injuries Disablement Benefit by ethnic group of head","2011/12-2013/14","Three-year average","Chinese","ONS 2011 5+764","K02000001","ONS geography code","All","All","All","All","0","246"
"Jobseeker's Allowance by ethnic group of head","2011/12-2013/14","Three-year average","Chinese","ONS 2011 5+765","K02000001","ONS geography code","All","All","All","All","2","246"
"On any income-related benefit by ethnic group of head","2011/12-2013/14","Three-year average","Chinese","ONS 2011 5+766","K02000001","ONS geography code","All","All","All","All","10","246"
"On any non-income-related benefit by ethnic group of head","2011/12-2013/14","Three-year average","Chinese","ONS 2011 5+767","K02000001","ONS geography code","All","All","All","All","28","246"
"Pension Credit by ethnic group of head","2011/12-2013/14","Three-year average","Chinese","ONS 2011 5+768","K02000001","ONS geography code","All","All","All","All","2","246"
"Severe Disablement Allowance by ethnic group of head","2011/12-2013/14","Three-year average","Chinese","ONS 2011 5+769","K02000001","ONS geography code","All","All","All","All","-","246"
"State Pension by ethnic group of head","2011/12-2013/14","Three-year average","Chinese","ONS 2011 5+770","K02000001","ONS geography code","All","All","All","All","6","246"
"Widow's Benefits by ethnic group of head","2011/12-2013/14","Three-year average","Chinese","ONS 2011 5+771","K02000001","ONS geography code","All","All","All","All","0","246"
"Working Tax Credit by ethnic group of head","2011/12-2013/14","Three-year average","Chinese","ONS 2011 5+772","K02000001","ONS geography code","All","All","All","All","4","246"
"All in receipt of benefit by ethnic group of head","2011/12-2013/14","Three-year average","Indian","ONS 2011 5+773","K02000001","ONS geography code","All","All","All","All","47","1281"
"All in receipt of state support by ethnic group of head","2011/12-2013/14","Three-year average","Indian","ONS 2011 5+774","K02000001","ONS geography code","All","All","All","All","48","1281"
"All in receipt of Tax Credits by ethnic group of head","2011/12-2013/14","Three-year average","Indian","ONS 2011 5+775","K02000001","ONS geography code","All","All","All","All","10","1281"
"Armed Forces Compensation Scheme by ethnic group of head","2011/12-2013/14","Three-year average","Indian","ONS 2011 5+776","K02000001","ONS geography code","All","All","All","All","0","1281"
"Attendance Allowance by ethnic group of head","2011/12-2013/14","Three-year average","Indian","ONS 2011 5+777","K02000001","ONS geography code","All","All","All","All","1","1281"
"Carer's Allowance by ethnic group of head","2011/12-2013/14","Three-year average","Indian","ONS 2011 5+778","K02000001","ONS geography code","All","All","All","All","2","1281"
"Child Benefit by ethnic group of head","2011/12-2013/14","Three-year average","Indian","ONS 2011 5+779","K02000001","ONS geography code","All","All","All","All","22","1281"
"Child Tax Credit by ethnic group of head","2011/12-2013/14","Three-year average","Indian","ONS 2011 5+780","K02000001","ONS geography code","All","All","All","All","9","1281"
"Council Tax Reduction by ethnic group of head","2011/12-2013/14","Three-year average","Indian","ONS 2011 5+781","K02000001","ONS geography code","All","All","All","All","9","1281"
"Disability Living Allowance (care component) by ethnic group of head","2011/12-2013/14","Three-year average","Indian","ONS 2011 5+782","K02000001","ONS geography code","All","All","All","All","6","1281"
"Disability Living Allowance (mobility component) by ethnic group of head","2011/12-2013/14","Three-year average","Indian","ONS 2011 5+783","K02000001","ONS geography code","All","All","All","All","5","1281"
"Employment and Support Allowance by ethnic group of head","2011/12-2013/14","Three-year average","Indian","ONS 2011 5+784","K02000001","ONS geography code","All","All","All","All","1","1281"
"Housing Benefit by ethnic group of head","2011/12-2013/14","Three-year average","Indian","ONS 2011 5+785","K02000001","ONS geography code","All","All","All","All","6","1281"
"Incapacity Benefit by ethnic group of head","2011/12-2013/14","Three-year average","Indian","ONS 2011 5+786","K02000001","ONS geography code","All","All","All","All","1","1281"
"Income Support by ethnic group of head","2011/12-2013/14","Three-year average","Indian","ONS 2011 5+787","K02000001","ONS geography code","All","All","All","All","2","1281"
"Industrial Injuries Disablement Benefit by ethnic group of head","2011/12-2013/14","Three-year average","Indian","ONS 2011 5+788","K02000001","ONS geography code","All","All","All","All","-","1281"
