"Table 3: Employment by occupation and ethnicity","","","","","","","","","","",""
"United Kingdom 2004 - 2018","","","","","","","","","","",""
"","","","","","","","","","","",""
"Measure","Time","Time_type","Ethnicity","Occupation","Occupation_Type","Value","Value_type","Denominator","Numerator","CI","Notes"
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","All","9 Elementary Occupations","SOC 2010","11","%","28142400","3146600","0.48",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Asian","1 Managers and Senior Officials","SOC 2010","15","%","1510000","222200","3.76",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Asian","2 Professional occupations","SOC 2010","18","%","1510000","269800","3.61",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Asian","3 Associate Professional and Technical","SOC 2010","13","%","1510000","197300","3.75",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Asian","4 Administrative and Secretarial","SOC 2010","10","%","1510000","146000","3.88",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Asian","5 Skilled Trades Occupations","SOC 2010","6","%","1510000","86900","3.74",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Asian","6 Personal Service Occupations","SOC 2010","7","%","1510000","103200","3.77",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Asian","7 Sales and Customer Service Occupations","SOC 2010","11","%","1510000","171100","3.9",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Asian","8 Process, Plant and Machine Operatives","SOC 2010","9","%","1510000","129600","3.59",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Asian","9 Elementary Occupations","SOC 2010","12","%","1510000","183900","3.7",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Black","1 Managers and Senior Officials","SOC 2010","8","%","651700","53600","6.27",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Black","2 Professional occupations","SOC 2010","14","%","651700","88600","6.08",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Black","3 Associate Professional and Technical","SOC 2010","17","%","651700","113300","5.72",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Black","4 Administrative and Secretarial","SOC 2010","12","%","651700","77100","6.32",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Black","5 Skilled Trades Occupations","SOC 2010","5","%","651700","32000","6.47",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Black","6 Personal Service Occupations","SOC 2010","15","%","651700","99400","5.73",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Black","7 Sales and Customer Service Occupations","SOC 2010","8","%","651700","54400","6.55",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Black","8 Process, Plant and Machine Operatives","SOC 2010","5","%","651700","32700","6.27",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Black","9 Elementary Occupations","SOC 2010","15","%","651700","100600","5.95",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Indian","1 Managers and Senior Officials","SOC 2010","16","%","699700","108800","5.54",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Indian","2 Professional occupations","SOC 2010","22","%","699700","154700","5.16",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Indian","3 Associate Professional and Technical","SOC 2010","15","%","699700","104600","5.51",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Indian","4 Administrative and Secretarial","SOC 2010","10","%","699700","73100","5.57",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Indian","5 Skilled Trades Occupations","SOC 2010","5","%","699700","31700","5.66",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Indian","6 Personal Service Occupations","SOC 2010","6","%","699700","39700","5.5",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Indian","7 Sales and Customer Service Occupations","SOC 2010","10","%","699700","66300","5.64",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Indian","8 Process, Plant and Machine Operatives","SOC 2010","7","%","699700","47500","5.32",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Indian","9 Elementary Occupations","SOC 2010","11","%","699700","73300","5.45",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Mixed","1 Managers and Senior Officials","SOC 2010","14","%","218900","29800","8.32",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Mixed","2 Professional occupations","SOC 2010","17","%","218900","36600","8.15",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Mixed","3 Associate Professional and Technical","SOC 2010","19","%","218900","41800","8.23",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Mixed","4 Administrative and Secretarial","SOC 2010","10","%","218900","21800","8.39",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Mixed","5 Skilled Trades Occupations","SOC 2010","7","%","218900","15200","8.59",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Mixed","6 Personal Service Occupations","SOC 2010","10","%","218900","22000","8.32",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Mixed","7 Sales and Customer Service Occupations","SOC 2010","9","%","218900","19500","8.57",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Mixed","8 Process, Plant and Machine Operatives","SOC 2010","3","%","218900","6700","9.14",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Mixed","9 Elementary Occupations","SOC 2010","12","%","218900","25400","8.3",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Asian Other","1 Managers and Senior Officials","SOC 2010","14","%","376300","50800","7.63",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Asian Other","2 Professional occupations","SOC 2010","17","%","376300","65000","7.44",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Asian Other","3 Associate Professional and Technical","SOC 2010","14","%","376300","52300","7.28",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Asian Other","4 Administrative and Secretarial","SOC 2010","9","%","376300","33300","8.19",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Asian Other","5 Skilled Trades Occupations","SOC 2010","7","%","376300","26200","7.24",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Asian Other","6 Personal Service Occupations","SOC 2010","10","%","376300","38200","7.46",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Asian Other","7 Sales and Customer Service Occupations","SOC 2010","12","%","376300","45300","7.9",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Asian Other","8 Process, Plant and Machine Operatives","SOC 2010","5","%","376300","19200","7.71",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Asian Other","9 Elementary Occupations","SOC 2010","12","%","376300","45900","7.13",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Other","1 Managers and Senior Officials","SOC 2010","12","%","389400","45400","7.53",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Other","2 Professional occupations","SOC 2010","17","%","389400","64900","7.24",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Other","3 Associate Professional and Technical","SOC 2010","15","%","389400","58800","7.17",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Other","4 Administrative and Secretarial","SOC 2010","7","%","389400","27400","7.61",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Other","5 Skilled Trades Occupations","SOC 2010","8","%","389400","30400","8.01",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Other","6 Personal Service Occupations","SOC 2010","10","%","389400","38600","7.13",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Other","7 Sales and Customer Service Occupations","SOC 2010","7","%","389400","28000","7.42",""
