"Measure","Time","Time_type","Ethnicity","Occupation","Occupation_Type","Value","Value_type","Denominator","Numerator","CI","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","Other Asian (inc. Chinese)","Elementary Occupations","SOC 2010","13.4","%","372100","49800","7.20","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","Other ethnic group","Managers, Directors And Senior Officials","SOC 2010","11.5","%","373000","42800","7.67","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","Other ethnic group","Professional Occupations","SOC 2010","14.8","%","373000","55100","7.39","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","Other ethnic group","Associate Professional And Technical Occupations","SOC 2010","17.3","%","373000","64400","7.34","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","Other ethnic group","Administrative And Secretarial Occupations","SOC 2010","7.6","%","373000","28300","7.87","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","Other ethnic group","Skilled Trades Occupations","SOC 2010","6.7","%","373000","25000","7.69","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","Other ethnic group","Caring, Leisure And Other Service Occupations","SOC 2010","11.3","%","373000","42300","7.25","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","Other ethnic group","Sales And Customer Service Occupations","SOC 2010","6.2","%","373000","23200","7.57","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","Other ethnic group","Process, Plant And Machine Operatives","SOC 2010","6.5","%","373000","24200","7.53","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","Other ethnic group","Elementary Occupations","SOC 2010","18.2","%","373000","67800","7.21","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","Pakistani/ Bangladehsi","Managers, Directors And Senior Officials","SOC 2010","13.0","%","419300","54600","7.02","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","Pakistani/ Bangladehsi","Professional Occupations","SOC 2010","12.0","%","419300","50300","7.32","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","Pakistani/ Bangladehsi","Associate Professional And Technical Occupations","SOC 2010","8.4","%","419300","35100","7.13","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","Pakistani/ Bangladehsi","Administrative And Secretarial Occupations","SOC 2010","9.1","%","419300","38200","7.35","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","Pakistani/ Bangladehsi","Skilled Trades Occupations","SOC 2010","6.8","%","419300","28600","7.27","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","Pakistani/ Bangladehsi","Caring, Leisure And Other Service Occupations","SOC 2010","6.2","%","419300","26000","7.01","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","Pakistani/ Bangladehsi","Sales And Customer Service Occupations","SOC 2010","13.1","%","419300","54900","6.95","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","Pakistani/ Bangladehsi","Process, Plant And Machine Operatives","SOC 2010","16.5","%","419300","69200","6.60","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","Pakistani/ Bangladehsi","Elementary Occupations","SOC 2010","14.9","%","419300","62400","7.24","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","White","Managers, Directors And Senior Officials","SOC 2010","16.0","%","25459800","4083400","0.74","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","White","Professional Occupations","SOC 2010","13.3","%","25459800","3393600","0.76","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","White","Associate Professional And Technical Occupations","SOC 2010","14.8","%","25459800","3777600","0.74","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","White","Administrative And Secretarial Occupations","SOC 2010","11.4","%","25459800","2911600","0.74","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","White","Skilled Trades Occupations","SOC 2010","10.9","%","25459800","2770400","0.76","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","White","Caring, Leisure And Other Service Occupations","SOC 2010","8.6","%","25459800","2193100","0.74","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","White","Sales And Customer Service Occupations","SOC 2010","7.1","%","25459800","1811900","0.76","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","White","Process, Plant And Machine Operatives","SOC 2010","6.6","%","25459800","1692400","0.75","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","White","Elementary Occupations","SOC 2010","11.1","%","25459800","2825800","0.74","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","White British","Managers, Directors And Senior Officials","SOC 2010","16.2","%","23617000","3828500","0.77","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","White British","Professional Occupations","SOC 2010","13.2","%","23617000","3114700","0.78","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","White British","Associate Professional And Technical Occupations","SOC 2010","14.9","%","23617000","3524600","0.77","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","White British","Administrative And Secretarial Occupations","SOC 2010","11.7","%","23617000","2763100","0.77","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","White British","Skilled Trades Occupations","SOC 2010","10.8","%","23617000","2555700","0.78","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","White British","Caring, Leisure And Other Service Occupations","SOC 2010","8.8","%","23617000","2068500","0.77","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","White British","Sales And Customer Service Occupations","SOC 2010","7.2","%","23617000","1709400","0.78","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","White British","Process, Plant And Machine Operatives","SOC 2010","6.5","%","23617000","1544800","0.78","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","White British","Elementary Occupations","SOC 2010","10.6","%","23617000","2507700","0.77","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","White Other","Managers, Directors And Senior Officials","SOC 2010","13.8","%","1842800","254900","2.89","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","White Other","Professional Occupations","SOC 2010","15.1","%","1842800","278900","2.93","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","White Other","Associate Professional And Technical Occupations","SOC 2010","13.7","%","1842800","253000","2.96","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","White Other","Administrative And Secretarial Occupations","SOC 2010","8.1","%","1842800","148500","2.94","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","White Other","Skilled Trades Occupations","SOC 2010","11.6","%","1842800","214600","2.99","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","White Other","Caring, Leisure And Other Service Occupations","SOC 2010","6.8","%","1842800","124600","2.87","","","","","","",""
