"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","FSM","SEN_type","SEN_grouping","Admission_type","School_characteristic","Religious_denomination","Value","Denominator","Numerator"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","non-selective schools in other areas","Academies and free schools","All","53.1","179813","9548173.16"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","selective schools","Academies and free schools","All","75.1","10941","822068.81"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","All state-funded","All","53.1","275406","14615476.4"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","No SEN","All","All","All state-funded","All","55.7","244157","13589287.1"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","SEN State EHC","All","All","All state-funded","All","14","6093","85101.89"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","SEN Supp","All","All","All state-funded","All","38.2","24159","924047.02"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","All","All state-funded","All","33.4","30252","1009148.91"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","No identified SEN","All","All state-funded","All","55.7","244157","13589287.1"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","non-selective schools in highly selective areas","All state-funded","All","49","16852","825550.78"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","non-selective schools in other areas","All state-funded","All","53","242016","12838078.16"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","selective schools","All state-funded","All","74.8","12405","928139.82"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","Converter Academies","All","56.1","143497","8053313.79"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","No SEN","All","All","Converter Academies","All","57.8","130266","7534302.02"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","SEN State EHC","All","All","Converter Academies","All","28.4","1487","42218.39"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","SEN Supp","All","All","Converter Academies","All","40.6","11744","476793.38"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","All","Converter Academies","All","39.2","13231","519011.77"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","No identified SEN","All","Converter Academies","All","57.8","130266","7534302.02"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","non-selective schools in highly selective areas","Converter Academies","All","50.2","9298","466653"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","non-selective schools in other areas","Converter Academies","All","54.9","123258","6764591.98"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","selective schools","Converter Academies","All","75.1","10941","822068.81"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","FE 14-16 Colleges","All","17","1001","17059.39"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","No SEN","All","All","FE 14-16 Colleges","All","3.5","2","7"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","SEN Supp","All","All","FE 14-16 Colleges","All","6","2","12"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","All","FE 14-16 Colleges","All","6","2","12"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","No identified SEN","All","FE 14-16 Colleges","All","3.5","2","7"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","Free Schools","All","54","5188","280088.91"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","No SEN","All","All","Free Schools","All","56.2","4608","258804.41"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","SEN State EHC","All","All","Free Schools","All","26.5","61","1615.5"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","SEN Supp","All","All","Free Schools","All","37.9","519","19669"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","All","Free Schools","All","36.7","580","21284.5"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","No identified SEN","All","Free Schools","All","56.2","4608","258804.41"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","non-selective schools in highly selective areas","Free Schools","All","54.6","428","23351.75"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","non-selective schools in other areas","Free Schools","All","53.9","4760","256737.16"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","LA maintained mainstream","All","53.1","65815","3495434.54"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","No SEN","All","All","LA maintained mainstream","All","55.1","58984","3248711.65"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","SEN State EHC","All","All","LA maintained mainstream","All","24.5","800","19626.75"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","SEN Supp","All","All","LA maintained mainstream","All","37.7","6031","227096.14"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","All","LA maintained mainstream","All","36.1","6831","246722.89"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","No identified SEN","All","LA maintained mainstream","All","55.1","58984","3248711.65"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","non-selective schools in highly selective areas","LA maintained mainstream","All","48.2","2453","118259.78"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","non-selective schools in other areas","LA maintained mainstream","All","52.8","61898","3271103.75"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","selective schools","LA maintained mainstream","All","72.5","1464","106071.01"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","Sponsored Academies","All","48.7","54897","2672715.52"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","No SEN","All","All","Sponsored Academies","All","50.7","48702","2468168.02"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","SEN State EHC","All","All","Sponsored Academies","All","23.9","621","14825.75"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","SEN Supp","All","All","Sponsored Academies","All","34","5574","189721.75"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","All","Sponsored Academies","All","33","6195","204547.5"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","No identified SEN","All","Sponsored Academies","All","50.7","48702","2468168.02"
