"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Gender_type","Qualification_level","Destination","Value","Value_type","Denominator","Numerator"
"Student destinations after 16 to 18 study","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2012/13","Academic year","England","Country","E92000001","All","All","Level 3 approved","Employment","9","% of cohort","3722","346"
"Student destinations after 16 to 18 study","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2012/13","Academic year","England","Country","E92000001","All","All","Level 3 approved","No sustained education/employment","10","% of cohort","3722","383"
"Student destinations after 16 to 18 study","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2012/13","Academic year","England","Country","E92000001","All","All","Level 3 approved","Unknown","5","% of cohort","3722","179"
"Student destinations after 16 to 18 study","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2012/13","Academic year","England","Country","E92000001","All","All","Level 3 approved","Education or employment","80","% of cohort","17036","13624"
"Student destinations after 16 to 18 study","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2012/13","Academic year","England","Country","E92000001","All","All","Level 3 approved","Education","58","% of cohort","17036","9905"
"Student destinations after 16 to 18 study","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2012/13","Academic year","England","Country","E92000001","All","All","Level 3 approved","Apprenticeships","3","% of cohort","17036","494"
"Student destinations after 16 to 18 study","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2012/13","Academic year","England","Country","E92000001","All","All","Level 3 approved","Employment","19","% of cohort","17036","3225"
"Student destinations after 16 to 18 study","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2012/13","Academic year","England","Country","E92000001","All","All","Level 3 approved","No sustained education/employment","10","% of cohort","17036","1723"
"Student destinations after 16 to 18 study","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2012/13","Academic year","England","Country","E92000001","All","All","Level 3 approved","Unknown","10","% of cohort","17036","1689"
"Student destinations after 16 to 18 study","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2012/13","Academic year","England","Country","E92000001","All","All","Level 3 approved","Education or employment","88","% of cohort","269004","237471"
"Student destinations after 16 to 18 study","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2012/13","Academic year","England","Country","E92000001","All","All","Level 3 approved","Education","56","% of cohort","269004","151980"
"Student destinations after 16 to 18 study","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2012/13","Academic year","England","Country","E92000001","All","All","Level 3 approved","Apprenticeships","6","% of cohort","269004","15863"
"Student destinations after 16 to 18 study","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2012/13","Academic year","England","Country","E92000001","All","All","Level 3 approved","Employment","26","% of cohort","269004","69628"
"Student destinations after 16 to 18 study","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2012/13","Academic year","England","Country","E92000001","All","All","Level 3 approved","No sustained education/employment","10","% of cohort","269004","26676"
"Student destinations after 16 to 18 study","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2012/13","Academic year","England","Country","E92000001","All","All","Level 3 approved","Unknown","2","% of cohort","269004","4857"
"Student destinations after 16 to 18 study","All","All","2013/14","Academic year","England","Country","E92000001","All","All","Level 3 approved","Education or employment","89","% of cohort","358965","320128"
"Student destinations after 16 to 18 study","All","All","2013/14","Academic year","England","Country","E92000001","All","All","Level 3 approved","Education","61","% of cohort","358965","219773"
"Student destinations after 16 to 18 study","All","All","2013/14","Academic year","England","Country","E92000001","All","All","Level 3 approved","Apprenticeships","6","% of cohort","358965","20000"
"Student destinations after 16 to 18 study","All","All","2013/14","Academic year","England","Country","E92000001","All","All","Level 3 approved","Employment","22","% of cohort","358965","80355"
"Student destinations after 16 to 18 study","All","All","2013/14","Academic year","England","Country","E92000001","All","All","Level 3 approved","No sustained education/employment","8","% of cohort","358965","30430"
"Student destinations after 16 to 18 study","All","All","2013/14","Academic year","England","Country","E92000001","All","All","Level 3 approved","Unknown","2","% of cohort","358965","8407"
"Student destinations after 16 to 18 study","Any other Asian background","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Level 3 approved","Education or employment","90","% of cohort","5309","4761"
"Student destinations after 16 to 18 study","Any other Asian background","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Level 3 approved","Education","78","% of cohort","5309","4135"
"Student destinations after 16 to 18 study","Any other Asian background","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Level 3 approved","Apprenticeships","2","% of cohort","5309","94"
"Student destinations after 16 to 18 study","Any other Asian background","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Level 3 approved","Employment","10","% of cohort","5309","532"
"Student destinations after 16 to 18 study","Any other Asian background","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Level 3 approved","No sustained education/employment","7","% of cohort","5309","351"
"Student destinations after 16 to 18 study","Any other Asian background","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Level 3 approved","Unknown","4","% of cohort","5309","197"
"Student destinations after 16 to 18 study","Any other Black background","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Level 3 approved","Education or employment","88","% of cohort","1965","1731"
"Student destinations after 16 to 18 study","Any other Black background","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Level 3 approved","Education","76","% of cohort","1965","1484"
"Student destinations after 16 to 18 study","Any other Black background","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Level 3 approved","Apprenticeships","2","% of cohort","1965","43"
"Student destinations after 16 to 18 study","Any other Black background","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Level 3 approved","Employment","10","% of cohort","1965","204"
"Student destinations after 16 to 18 study","Any other Black background","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Level 3 approved","No sustained education/employment","9","% of cohort","1965","183"
"Student destinations after 16 to 18 study","Any other Black background","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Level 3 approved","Unknown","3","% of cohort","1965","51"
"Student destinations after 16 to 18 study","Any other mixed background","Ethnicities used in National Pupil Database (19)","2013/14","Academic year","England","Country","E92000001","All","All","Level 3 approved","Education or employment","87","% of cohort","4653","4067"
