"Measure","Academic_Year","Time","Time_type","Ethnicity","Ethnicity_type","Geography","Geography_type","ONS geography code","Gender","FSM","SEN","Admission_Basis","Type_of_school","Religious_character","Value","Value_Type","Denominator"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","Non-selective schools in highly selective areas","All state-funded mainstream schools","All Pupils","40.3","%","1018"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","Non-selective schools in other areas","All state-funded mainstream schools","All Pupils","45","%","24812"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","Selective schools","All state-funded mainstream schools","All Pupils","96.2","%","2222"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All SEN","All Pupils","All state-funded schools","All Pupils","13.3","%","3397"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","No identified SEN","All Pupils","All state-funded schools","All Pupils","52.8","%","25133"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","SEN support","All Pupils","All state-funded schools","All Pupils","15.5","%","2446"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","SEN with a statement or EHC plan","All Pupils","All state-funded schools","All Pupils","7.7","%","951"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","33.6","%","4331"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","57.2","%","4268"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","54.7","%","4824"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","35.6","%","556"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian - Bangladeshi","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","50.4","%","3527"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian - Bangladeshi","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","47.6","%","4620"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian - Bangladeshi","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","38.4","%","1093"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian - Indian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","60.8","%","6995"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian - Indian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","59.6","%","7452"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian - Indian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","40.7","%","457"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian - Pakistani","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","40.3","%","9411"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian - Pakistani","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","38.1","%","11636"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian - Pakistani","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","29.3","%","2225"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","37.3","%","11454"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","Academies and free schools","All Pupils","37.5","%","9105"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Church of England","35.3","%","1191"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Jewish","37.5","%","16"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Muslim","61.1","%","18"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","No religious character","34.9","%","9940"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Other Christian Faith","36.1","%","296"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Roman Catholic","38.7","%","2418"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","34.5","%","14334"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","Non-selective schools in highly selective areas","All state-funded mainstream schools","All Pupils","35","%","617"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","Non-selective schools in other areas","All state-funded mainstream schools","All Pupils","33.9","%","12855"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","Selective schools","All state-funded mainstream schools","All Pupils","92.9","%","407"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All SEN","All Pupils","All state-funded schools","All Pupils","9.2","%","2697"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","No identified SEN","All Pupils","All state-funded schools","All Pupils","40.4","%","11633"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","SEN support","All Pupils","All state-funded schools","All Pupils","11.5","%","1821"
