"Measure","Time","Time_type","Ethnicity","Industry","SIC","Value","Value_type","Denominator","Numerator","CI"
"Proportion of ethnic group who are employed, split by industry","2010","Year","Mixed","Energy and water","SIC 07","1.2","%","217700","2600","8.7"
"Proportion of ethnic group who are employed, split by industry","2010","Year","Mixed","Manufacturing","SIC 07","6.7","%","217700","14600","8.4"
"Proportion of ethnic group who are employed, split by industry","2010","Year","Mixed","Construction","SIC 07","5.4","%","217700","11700","8.8"
"Proportion of ethnic group who are employed, split by industry","2010","Year","Mixed","Distribution, hotels and restaurants","SIC 07","18","%","217700","39100","8.2"
"Proportion of ethnic group who are employed, split by industry","2010","Year","Mixed","Transport and communication","SIC 07","6.8","%","217700","14900","8.5"
"Proportion of ethnic group who are employed, split by industry","2010","Year","Mixed","Banking and finance","SIC 07","19.9","%","217700","43400","8.3"
"Proportion of ethnic group who are employed, split by industry","2010","Year","Mixed","Public admin, education and health","SIC 07","33.8","%","217700","73600","7.2"
"Proportion of ethnic group who are employed, split by industry","2010","Year","Mixed","Other services","SIC 07","8","%","217700","17500","8.7"
"Proportion of ethnic group who are employed, split by industry","2010","Year","Other Asian","Agriculture, forestry and fishing","SIC 07","-","%","376600","-","-"
"Proportion of ethnic group who are employed, split by industry","2010","Year","Other Asian","Energy and water","SIC 07","0.5","%","376600","2100","6.5"
"Proportion of ethnic group who are employed, split by industry","2010","Year","Other Asian","Manufacturing","SIC 07","5.7","%","376600","21600","7.1"
"Proportion of ethnic group who are employed, split by industry","2010","Year","Other Asian","Construction","SIC 07","1.9","%","376600","7100","8"
"Proportion of ethnic group who are employed, split by industry","2010","Year","Other Asian","Distribution, hotels and restaurants","SIC 07","32.2","%","376600","121300","6.6"
"Proportion of ethnic group who are employed, split by industry","2010","Year","Other Asian","Transport and communication","SIC 07","8.2","%","376600","31000","7.7"
"Proportion of ethnic group who are employed, split by industry","2010","Year","Other Asian","Banking and finance","SIC 07","16.2","%","376600","61000","7.9"
"Proportion of ethnic group who are employed, split by industry","2010","Year","Other Asian","Public admin, education and health","SIC 07","30.8","%","376600","115900","6.5"
"Proportion of ethnic group who are employed, split by industry","2010","Year","Other Asian","Other services","SIC 07","4.3","%","376600","16300","7.9"
"Proportion of ethnic group who are employed, split by industry","2010","Year","Other","Agriculture, forestry and fishing","SIC 07","0.3","%","390800","1300","6.4"
"Proportion of ethnic group who are employed, split by industry","2010","Year","Other","Energy and water","SIC 07","1.2","%","390800","4500","8.3"
"Proportion of ethnic group who are employed, split by industry","2010","Year","Other","Manufacturing","SIC 07","6.8","%","390800","26800","7.3"
"Proportion of ethnic group who are employed, split by industry","2010","Year","Other","Construction","SIC 07","4.1","%","390800","16100","7.9"
"Proportion of ethnic group who are employed, split by industry","2010","Year","Other","Distribution, hotels and restaurants","SIC 07","23.5","%","390800","91900","7"
"Proportion of ethnic group who are employed, split by industry","2010","Year","Other","Transport and communication","SIC 07","8.5","%","390800","33300","7.6"
"Proportion of ethnic group who are employed, split by industry","2010","Year","Other","Banking and finance","SIC 07","17.6","%","390800","68800","7.6"
"Proportion of ethnic group who are employed, split by industry","2010","Year","Other","Public admin, education and health","SIC 07","31.6","%","390800","123500","6.2"
"Proportion of ethnic group who are employed, split by industry","2010","Year","Other","Other services","SIC 07","6.3","%","390800","24700","7.9"
"Proportion of ethnic group who are employed, split by industry","2010","Year","Pakistani/ Bangladehsi","Agriculture, forestry and fishing","SIC 07","-","%","432700","-","-"
"Proportion of ethnic group who are employed, split by industry","2010","Year","Pakistani/ Bangladehsi","Energy and water","SIC 07","0.3","%","432700","1200","6.8"
"Proportion of ethnic group who are employed, split by industry","2010","Year","Pakistani/ Bangladehsi","Manufacturing","SIC 07","5.8","%","432700","24900","7.1"
"Proportion of ethnic group who are employed, split by industry","2010","Year","Pakistani/ Bangladehsi","Construction","SIC 07","2.4","%","432700","10500","7.4"
"Proportion of ethnic group who are employed, split by industry","2010","Year","Pakistani/ Bangladehsi","Distribution, hotels and restaurants","SIC 07","36.2","%","432700","156500","6.1"
"Proportion of ethnic group who are employed, split by industry","2010","Year","Pakistani/ Bangladehsi","Transport and communication","SIC 07","17","%","432700","73500","6.4"
"Proportion of ethnic group who are employed, split by industry","2010","Year","Pakistani/ Bangladehsi","Banking and finance","SIC 07","14.1","%","432700","60800","7.3"
"Proportion of ethnic group who are employed, split by industry","2010","Year","Pakistani/ Bangladehsi","Public admin, education and health","SIC 07","21.4","%","432700","92800","6.5"
"Proportion of ethnic group who are employed, split by industry","2010","Year","Pakistani/ Bangladehsi","Other services","SIC 07","2.9","%","432700","12500","7.4"
"Proportion of ethnic group who are employed, split by industry","2010","Year","White","Agriculture, forestry and fishing","SIC 07","1.3","%","25332000","322900","0.8"
"Proportion of ethnic group who are employed, split by industry","2010","Year","White","Energy and water","SIC 07","1.7","%","25332000","433200","0.8"
"Proportion of ethnic group who are employed, split by industry","2010","Year","White","Manufacturing","SIC 07","10.3","%","25332000","2618700","0.8"
"Proportion of ethnic group who are employed, split by industry","2010","Year","White","Construction","SIC 07","8","%","25332000","2037600","0.8"
"Proportion of ethnic group who are employed, split by industry","2010","Year","White","Distribution, hotels and restaurants","SIC 07","18","%","25332000","4555700","0.7"
"Proportion of ethnic group who are employed, split by industry","2010","Year","White","Transport and communication","SIC 07","8.3","%","25332000","2092100","0.8"
"Proportion of ethnic group who are employed, split by industry","2010","Year","White","Banking and finance","SIC 07","16.1","%","25332000","4067600","0.8"
"Proportion of ethnic group who are employed, split by industry","2010","Year","White","Public admin, education and health","SIC 07","30.6","%","25332000","7757800","0.7"
"Proportion of ethnic group who are employed, split by industry","2010","Year","White","Other services","SIC 07","5.7","%","25332000","1446400","0.8"
"Proportion of ethnic group who are employed, split by industry","2010","Year","White British","Agriculture, forestry and fishing","SIC 07","1.3","%","23482700","298500","0.8"
"Proportion of ethnic group who are employed, split by industry","2010","Year","White British","Energy and water","SIC 07","1.7","%","23482700","408400","0.8"
"Proportion of ethnic group who are employed, split by industry","2010","Year","White British","Manufacturing","SIC 07","10.2","%","23482700","2398900","0.8"
"Proportion of ethnic group who are employed, split by industry","2010","Year","White British","Construction","SIC 07","8","%","23482700","1875000","0.8"
"Proportion of ethnic group who are employed, split by industry","2010","Year","White British","Distribution, hotels and restaurants","SIC 07","17.8","%","23482700","4179000","0.8"
"Proportion of ethnic group who are employed, split by industry","2010","Year","White British","Transport and communication","SIC 07","8.2","%","23482700","1924100","0.8"
"Proportion of ethnic group who are employed, split by industry","2010","Year","White British","Banking and finance","SIC 07","15.9","%","23482700","3737300","0.8"
"Proportion of ethnic group who are employed, split by industry","2010","Year","White British","Public admin, education and health","SIC 07","31.2","%","23482700","7319200","0.7"
"Proportion of ethnic group who are employed, split by industry","2010","Year","White British","Other services","SIC 07","5.7","%","23482700","1342400","0.8"
"Proportion of ethnic group who are employed, split by industry","2010","Year","White Other","Agriculture, forestry and fishing","SIC 07","1.3","%","1849300","24400","2.9"
"Proportion of ethnic group who are employed, split by industry","2010","Year","White Other","Energy and water","SIC 07","1.3","%","1849300","24700","2.9"
"Proportion of ethnic group who are employed, split by industry","2010","Year","White Other","Manufacturing","SIC 07","11.9","%","1849300","219900","2.9"
"Proportion of ethnic group who are employed, split by industry","2010","Year","White Other","Construction","SIC 07","8.8","%","1849300","162700","3.2"
"Proportion of ethnic group who are employed, split by industry","2010","Year","White Other","Distribution, hotels and restaurants","SIC 07","20.4","%","1849300","376700","2.9"
"Proportion of ethnic group who are employed, split by industry","2010","Year","White Other","Transport and communication","SIC 07","9.1","%","1849300","168000","3.1"
"Proportion of ethnic group who are employed, split by industry","2010","Year","White Other","Banking and finance","SIC 07","17.9","%","1849300","330300","3"
"Proportion of ethnic group who are employed, split by industry","2010","Year","White Other","Public admin, education and health","SIC 07","23.7","%","1849300","438600","2.6"
"Proportion of ethnic group who are employed, split by industry","2010","Year","White Other","Other services","SIC 07","5.6","%","1849300","104000","3.2"
"Proportion of ethnic group who are employed, split by industry","2011","Year","All","Agriculture, forestry and fishing","SIC 07","1.1","%","5257200","59800","1.1"
"Proportion of ethnic group who are employed, split by industry","2011","Year","All","Energy and water","SIC 07","1.7","%","5257200","91200","1.1"
