"Measure","Academic_Year","Time","Time_type","Ethnicity","Ethnicity_Type","Geography","Geography_type","ONS_Geography_code","Gender","FSM","Value","Value_Type","Denominator"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Bradford","Local authority","E08000032","Girls","All Pupils","10.5","%","114"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Bradford","Local authority","E08000032","All Pupils","All Pupils","11.5","%","2715"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Bradford","Local authority","E08000032","Boys","All Pupils","8.6","%","1394"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Bradford","Local authority","E08000032","Girls","All Pupils","14.6","%","1321"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Calderdale","Local authority","E08000033","All Pupils","All Pupils","16.5","%","2410"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Calderdale","Local authority","E08000033","Boys","All Pupils","13.7","%","1208"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Calderdale","Local authority","E08000033","Girls","All Pupils","19.2","%","1202"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Calderdale","Local authority","E08000033","All Pupils","All Pupils","15.6","%","384"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Calderdale","Local authority","E08000033","Boys","All Pupils","12.5","%","200"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Calderdale","Local authority","E08000033","Girls","All Pupils","19","%","184"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Calderdale","Local authority","E08000033","All Pupils","All Pupils","11.5","%","26"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Calderdale","Local authority","E08000033","Boys","All Pupils","9.1","%","11"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Calderdale","Local authority","E08000033","Girls","All Pupils","13.3","%","15"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Calderdale","Local authority","E08000033","All Pupils","All Pupils","50","%","4"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Calderdale","Local authority","E08000033","Boys","All Pupils","66.7","%","3"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Calderdale","Local authority","E08000033","Girls","All Pupils","0","%","1"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Calderdale","Local authority","E08000033","All Pupils","All Pupils","21.9","%","73"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Calderdale","Local authority","E08000033","Boys","All Pupils","22.5","%","40"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Calderdale","Local authority","E08000033","Girls","All Pupils","21.2","%","33"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Calderdale","Local authority","E08000033","All Pupils","All Pupils","16.4","%","1909"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Calderdale","Local authority","E08000033","Boys","All Pupils","13.4","%","945"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Calderdale","Local authority","E08000033","Girls","All Pupils","19.4","%","964"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Kirklees","Local authority","E08000034","All Pupils","All Pupils","14.2","%","4488"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Kirklees","Local authority","E08000034","Boys","All Pupils","9.5","%","2253"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Kirklees","Local authority","E08000034","Girls","All Pupils","19.1","%","2235"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Kirklees","Local authority","E08000034","All Pupils","All Pupils","15.1","%","1235"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Kirklees","Local authority","E08000034","Boys","All Pupils","9.9","%","606"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Kirklees","Local authority","E08000034","Girls","All Pupils","20","%","629"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Kirklees","Local authority","E08000034","All Pupils","All Pupils","5","%","80"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Kirklees","Local authority","E08000034","Boys","All Pupils","4.8","%","42"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Kirklees","Local authority","E08000034","Girls","All Pupils","5.3","%","38"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Kirklees","Local authority","E08000034","All Pupils","All Pupils","60","%","15"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Kirklees","Local authority","E08000034","Boys","All Pupils","42.9","%","7"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Kirklees","Local authority","E08000034","Girls","All Pupils","75","%","8"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Kirklees","Local authority","E08000034","All Pupils","All Pupils","9.1","%","254"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Kirklees","Local authority","E08000034","Boys","All Pupils","5.3","%","133"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Kirklees","Local authority","E08000034","Girls","All Pupils","13.2","%","121"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Kirklees","Local authority","E08000034","All Pupils","All Pupils","14.5","%","2861"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Kirklees","Local authority","E08000034","Boys","All Pupils","9.6","%","1441"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Kirklees","Local authority","E08000034","Girls","All Pupils","19.4","%","1420"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Leeds","Local authority","E08000035","All Pupils","All Pupils","15","%","7598"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Leeds","Local authority","E08000035","Boys","All Pupils","11.4","%","3928"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Leeds","Local authority","E08000035","Girls","All Pupils","18.8","%","3670"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Leeds","Local authority","E08000035","All Pupils","All Pupils","16.1","%","956"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Leeds","Local authority","E08000035","Boys","All Pupils","10","%","550"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Leeds","Local authority","E08000035","Girls","All Pupils","24.4","%","406"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Leeds","Local authority","E08000035","All Pupils","All Pupils","12","%","476"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Leeds","Local authority","E08000035","Boys","All Pupils","6.6","%","242"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Leeds","Local authority","E08000035","Girls","All Pupils","17.5","%","234"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Leeds","Local authority","E08000035","All Pupils","All Pupils","47.4","%","38"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Leeds","Local authority","E08000035","Boys","All Pupils","41.2","%","17"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Leeds","Local authority","E08000035","Girls","All Pupils","52.4","%","21"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Leeds","Local authority","E08000035","All Pupils","All Pupils","14.6","%","369"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Leeds","Local authority","E08000035","Boys","All Pupils","12.5","%","184"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Leeds","Local authority","E08000035","Girls","All Pupils","16.8","%","185"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Leeds","Local authority","E08000035","All Pupils","All Pupils","15.6","%","5344"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Leeds","Local authority","E08000035","Boys","All Pupils","12.4","%","2732"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Leeds","Local authority","E08000035","Girls","All Pupils","19","%","2612"
