"Measure","Time","Type_type","Ethnicity","Ethnicity_Type","Local Authority","School type","Value","Denominator","Numerator"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Richmond upon Thames","","5.1","209,805","10,698"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Richmond upon Thames","","4","6,177,094","248,781"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Rochdale","","4.5","4,335,686","196,114"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Rochdale","","4.6","2,796,484","128,596"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Rochdale","","2.4","440,827","10,661"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Rochdale","","2.5","30,253","751"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Rochdale","","5.1","531,846","27,055"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Rochdale","","4.6","123,243","5,689"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Rochdale","","5.9","104,784","6,178"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Rochdale","","5.3","7,322,602","391,257"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Rotherham","","5.4","2,355,743","127,960"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Rotherham","","4.5","1,066,297","48,304"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Rotherham","","2.7","205,638","5,590"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Rotherham","","1.6","40,031","658"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Rotherham","","5.7","390,535","22,293"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Rotherham","","4.4","91,181","3,968"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Rotherham","","7.4","79,588","5,920"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Rotherham","","5.2","11,445,246","589,972"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Rutland","","3.6","139,768","4,978"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Rutland","","2.7","16,164","440"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Rutland","","2.7","20,014","533"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Rutland","","1.9","2,210","41"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Rutland","","3.2","46,562","1,510"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Rutland","","3.7","9,118","335"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Rutland","","3.8","12,637","484"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Rutland","","3.5","1,680,008","59,328"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Salford","","4","3,010,091","121,618"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Salford","","4.3","321,773","13,861"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Salford","","2.2","609,365","13,701"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Salford","","2.4","24,962","597"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Salford","","3.9","817,102","32,258"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Salford","","4.2","354,729","14,884"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Salford","","5.8","111,577","6,515"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Salford","","5.4","8,803,856","478,043"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Sandwell","","4.3","9,464,260","407,208"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Sandwell","","4.1","4,996,636","203,127"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Sandwell","","3.6","1,656,924","59,332"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Sandwell","","2.3","48,911","1,101"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Sandwell","","5.3","1,485,080","79,378"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Sandwell","","4.4","416,459","18,407"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Sandwell","","5.5","273,844","14,959"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Sandwell","","5.3","8,569,307","451,664"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Sefton","","4.7","1,001,923","47,017"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Sefton","","3.6","132,972","4,773"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Sefton","","2.8","49,505","1,377"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Sefton","","2.6","27,604","708"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Sefton","","5","305,670","15,302"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Sefton","","4.4","80,926","3,589"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Sefton","","5.5","76,572","4,213"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Sefton","","5","11,420,566","566,933"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Sheffield","","5.5","8,362,097","457,720"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Sheffield","","4.8","2,839,131","137,690"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Sheffield","","3.4","1,413,659","48,563"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Sheffield","","2.2","146,690","3,279"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Sheffield","","5.9","1,784,889","106,125"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Sheffield","","5","800,410","39,920"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Sheffield","","6.1","233,052","14,315"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Sheffield","","5.4","16,533,957","890,625"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Shropshire","","5.5","970,086","53,751"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Shropshire","","4.4","106,872","4,738"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Shropshire","","4","30,046","1,200"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Shropshire","","2.8","29,233","804"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Shropshire","","5.3","300,017","15,930"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Shropshire","","5.2","23,028","1,203"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Shropshire","","6","160,343","9,670"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Shropshire","","4.8","11,344,534","546,965"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Slough","","4.4","7,405,843","327,691"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Slough","","4.4","4,346,829","190,300"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Slough","","3.3","729,440","24,367"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Slough","","2.2","13,761","309"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Slough","","4.7","832,919","39,149"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Slough","","4.2","348,721","14,696"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Slough","","4.7","110,899","5,173"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Slough","","5.3","2,530,430","133,694"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Solihull","","4.7","3,040,399","143,643"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Solihull","","4.5","1,370,601","60,996"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Solihull","","3.6","269,734","9,680"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Solihull","","2.6","53,084","1,395"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Solihull","","5.6","937,867","52,898"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Solihull","","4.3","89,099","3,826"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Solihull","","5.7","141,632","8,071"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Solihull","","4.9","8,740,365","429,552"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Somerset","","5.4","2,198,764","119,575"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Somerset","","4.2","244,234","10,178"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Somerset","","3.4","67,784","2,299"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Somerset","","4.1","38,078","1,557"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Somerset","","5.4","560,947","30,472"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Somerset","","5.3","64,748","3,436"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Somerset","","6.5","184,890","12,049"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Somerset","","5.1","20,912,157","1,071,204"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","South Gloucestershire","","5","1,953,147","98,590"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","South Gloucestershire","","4.4","389,422","17,188"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","South Gloucestershire","","3.7","200,551","7,337"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","South Gloucestershire","","2.2","43,646","960"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","South Gloucestershire","","5.2","628,771","32,460"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","South Gloucestershire","","5.6","69,495","3,859"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","South Gloucestershire","","8.6","94,577","8,131"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","South Gloucestershire","","4.8","10,818,143","518,284"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","South Tyneside","","4.3","531,774","22,643"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","South Tyneside","","4.3","248,080","10,732"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","South Tyneside","","2.8","37,299","1,057"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","South Tyneside","","2.9","8,824","253"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","South Tyneside","","4.5","135,694","6,101"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","South Tyneside","","4.6","40,102","1,837"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","South Tyneside","","5.2","88,486","4,604"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","South Tyneside","","4.9","6,038,158","297,889"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Southampton","","4.5","3,707,550","166,857"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Southampton","","4.2","1,257,023","52,597"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Southampton","","2.9","318,802","9,244"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Southampton","","2.7","56,758","1,513"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Southampton","","5.3","660,354","34,714"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Southampton","","4.2","147,215","6,217"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Southampton","","6.3","41,818","2,625"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Southampton","","5.2","7,692,830","400,421"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Southend-on-Sea","","4.1","2,303,039","95,237"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Southend-on-Sea","","4.3","657,732","28,350"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Southend-on-Sea","","2.7","484,586","13,115"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Southend-on-Sea","","2.3","57,456","1,297"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Southend-on-Sea","","4.4","539,301","23,539"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Southend-on-Sea","","4.4","61,426","2,720"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Southend-on-Sea","","4.8","91,690","4,392"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Southend-on-Sea","","4.6","6,804,748","314,640"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Southwark","","4","9,677,095","386,092"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Southwark","","4.9","664,279","32,366"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Southwark","","3.4","5,331,259","178,737"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Southwark","","2.7","156,299","4,154"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Southwark","","5.2","1,470,794","76,254"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Southwark","","4.4","929,552","40,496"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Southwark","","4","292,907","11,750"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Southwark","","5.2","3,655,770","188,380"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","St. Helens","","4.1","484,497","19,968"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","St. Helens","","3.6","79,533","2,844"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","St. Helens","","2.8","36,995","1,045"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","St. Helens","","2","26,089","522"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","St. Helens","","4.4","153,494","6,828"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","St. Helens","","3.9","29,889","1,171"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","St. Helens","","4.4","23,139","1,023"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","St. Helens","","4.9","7,885,323","387,508"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Staffordshire","","5.1","4,448,857","226,770"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Staffordshire","","4.6","1,498,754","69,672"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Staffordshire","","4.2","256,795","10,856"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Staffordshire","","2.4","101,466","2,484"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Staffordshire","","5.4","1,241,851","66,590"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Staffordshire","","4.7","163,148","7,606"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Staffordshire","","5.7","233,951","13,290"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Staffordshire","","4.8","33,559,583","1,597,175"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Stockport","","5","2,283,860","113,883"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Stockport","","5.2","882,108","46,021"
