"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","FSM","SEN_type","SEN_grouping","Admission_type","School_characteristic","Religious_denomination","Value","Value_type","Denominator","Numerator"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","Boys","All","SEN Supp","All","All","All state-funded","All","20.8","%","38710","8059"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","Boys","All","SEN Supp","All","All","Converter Academies","All","23.9","%","18006","4298"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","Boys","All","SEN Supp","All","All","FE 14-16 Colleges","All","0","%","10","0"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","Boys","All","SEN Supp","All","All","Free Schools","All","26.2","%","932","244"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","Boys","All","SEN Supp","All","All","LA maintained mainstream","All","19.9","%","9081","1806"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","Boys","All","SEN Supp","All","All","Sponsored Academies","All","15.4","%","9959","1532"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","Boys","All","SEN Supp","All","All","State-funded mainstream","All","20.8","%","38662","8058"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","Boys","All","SEN Supp","All","All","State-funded mainstream","Church of England","19.8","%","2218","439"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","Boys","All","SEN Supp","All","All","State-funded mainstream","Hindu","!","%","12","!"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","Boys","All","SEN Supp","All","All","State-funded mainstream","Jewish","43.7","%","71","31"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","Boys","All","SEN Supp","All","All","State-funded mainstream","Muslim","40","%","45","18"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","Boys","All","SEN Supp","All","All","State-funded mainstream","No religious character","20.4","%","32379","6611"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","Boys","All","SEN Supp","All","All","State-funded mainstream","Other Christian faith","32.9","%","674","222"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","Boys","All","SEN Supp","All","All","State-funded mainstream","Roman catholic","22.5","%","3229","727"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","Boys","All","SEN Supp","All","All","State-funded mainstream","Sikh","29.2","%","24","7"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","Boys","All","SEN Supp","All","All","State-funded special schools","All","2.1","%","48","1"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","Boys","All","SEN Supp","All","All","Studio Schools","All","19.6","%","153","30"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","Boys","All","SEN Supp","All","All","University Technical Colleges (UTCs)","All","26.9","%","490","132"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","Boys","All","SEN Supp","All","non-selective schools in highly selective areas","State-funded mainstream","All","16.3","%","2738","445"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","Boys","All","SEN Supp","All","non-selective schools in other areas","State-funded mainstream","All","20","%","35282","7066"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","Boys","All","SEN Supp","All","selective schools","State-funded mainstream","All","86.6","%","632","547"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","Academies and free schools","All","28.9","%","38619","11155"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","All state-funded","All","26.8","%","54890","14704"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","Converter Academies","All","31.2","%","19995","6237"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","FE 14-16 Colleges","All","0","%","11","0"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","Free Schools","All","38.8","%","1398","543"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","LA maintained mainstream","All","28.8","%","12121","3492"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","Sponsored Academies","All","25.2","%","16599","4175"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","State-funded mainstream","All","28.9","%","50785","14665"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","State-funded mainstream","Church of England","30.1","%","2824","851"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","State-funded mainstream","Hindu","46.7","%","15","7"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","State-funded mainstream","Jewish","65.1","%","43","28"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","State-funded mainstream","Muslim","78.5","%","93","73"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","State-funded mainstream","No religious character","28.1","%","42530","11964"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","State-funded mainstream","Other Christian faith","37.7","%","1048","395"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","State-funded mainstream","Roman catholic","31.8","%","4189","1332"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","State-funded mainstream","Sikh","46.9","%","32","15"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","State-funded special schools","All","1","%","4105","39"
