"Measure","Ethnicity","Ethnicity_type","Category","Time","Time_type","Value","Value_type","Number"
"Percentage of honours recipients","Asian","ONS 2001 5+1","BEM","Dec-19","New Years Honours","5.3","%","14"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","All","Dec-19","New Years Honours","0.9","%","9"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","Higher","Dec-19","New Years Honours","0","%","0"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","CBE","Dec-19","New Years Honours","2.1","%","2"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","OBE","Dec-19","New Years Honours","0.5","%","1"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","MBE","Dec-19","New Years Honours","0.8","%","3"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","BEM","Dec-19","New Years Honours","1.1","%","3"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","All","Dec-19","New Years Honours","0.5","%","5"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","Higher","Dec-19","New Years Honours","0","%","0"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","CBE","Dec-19","New Years Honours","0","%","0"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","OBE","Dec-19","New Years Honours","0.5","%","1"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","MBE","Dec-19","New Years Honours","0.8","%","3"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","BEM","Dec-19","New Years Honours","0.4","%","1"
"Percentage of honours recipients","Black","ONS 2001 5+1","All","Dec-19","New Years Honours","3.8","%","36"
"Percentage of honours recipients","Black","ONS 2001 5+1","Higher","Dec-19","New Years Honours","14.7","%","5"
"Percentage of honours recipients","Black","ONS 2001 5+1","CBE","Dec-19","New Years Honours","4.3","%","4"
"Percentage of honours recipients","Black","ONS 2001 5+1","OBE","Dec-19","New Years Honours","3","%","6"
"Percentage of honours recipients","Black","ONS 2001 5+1","MBE","Dec-19","New Years Honours","3.9","%","14"
"Percentage of honours recipients","Black","ONS 2001 5+1","BEM","Dec-19","New Years Honours","2.7","%","7"
"Percentage of honours recipients","Black African","ONS 2001 16+1","All","Dec-19","New Years Honours","1.4","%","13"
"Percentage of honours recipients","Black African","ONS 2001 16+1","Higher","Dec-19","New Years Honours","2.9","%","1"
"Percentage of honours recipients","Black African","ONS 2001 16+1","CBE","Dec-19","New Years Honours","1.1","%","1"
"Percentage of honours recipients","Black African","ONS 2001 16+1","OBE","Dec-19","New Years Honours","1","%","2"
"Percentage of honours recipients","Black African","ONS 2001 16+1","MBE","Dec-19","New Years Honours","1.7","%","6"
"Percentage of honours recipients","Black African","ONS 2001 16+1","BEM","Dec-19","New Years Honours","1.1","%","3"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","All","Dec-19","New Years Honours","2.2","%","21"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","Higher","Dec-19","New Years Honours","11.8","%","4"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","CBE","Dec-19","New Years Honours","1.1","%","1"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","OBE","Dec-19","New Years Honours","2","%","4"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","MBE","Dec-19","New Years Honours","2.2","%","8"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","BEM","Dec-19","New Years Honours","1.5","%","4"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","All","Dec-19","New Years Honours","0.2","%","2"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","Higher","Dec-19","New Years Honours","0","%","0"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","CBE","Dec-19","New Years Honours","2.1","%","2"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","OBE","Dec-19","New Years Honours","0","%","0"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","MBE","Dec-19","New Years Honours","0","%","0"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","BEM","Dec-19","New Years Honours","0","%","0"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","All","Dec-19","New Years Honours","0.5","%","5"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","Higher","Dec-19","New Years Honours","0","%","0"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","CBE","Dec-19","New Years Honours","1.1","%","1"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","OBE","Dec-19","New Years Honours","0","%","0"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","MBE","Dec-19","New Years Honours","0.8","%","3"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","BEM","Dec-19","New Years Honours","0.4","%","1"
"Percentage of honours recipients","Ethnic Minorities (Excl White)","White/Ethnic Minorities","All","Dec-19","New Years Honours","12.5","%","119"
"Percentage of honours recipients","Ethnic Minorities (Excl White)","White/Ethnic Minorities","Higher","Dec-19","New Years Honours","14.7","%","5"
"Percentage of honours recipients","Ethnic Minorities (Excl White)","White/Ethnic Minorities","CBE","Dec-19","New Years Honours","12.8","%","12"
"Percentage of honours recipients","Ethnic Minorities (Excl White)","White/Ethnic Minorities","OBE","Dec-19","New Years Honours","11.5","%","23"
"Percentage of honours recipients","Ethnic Minorities (Excl White)","White/Ethnic Minorities","MBE","Dec-19","New Years Honours","15.3","%","55"
"Percentage of honours recipients","Ethnic Minorities (Excl White)","White/Ethnic Minorities","BEM","Dec-19","New Years Honours","9.2","%","24"
"Percentage of honours recipients","Indian","ONS 2001 16+1","All","Dec-19","New Years Honours","3.2","%","30"
"Percentage of honours recipients","Indian","ONS 2001 16+1","Higher","Dec-19","New Years Honours","0","%","0"
"Percentage of honours recipients","Indian","ONS 2001 16+1","CBE","Dec-19","New Years Honours","2.1","%","2"
"Percentage of honours recipients","Indian","ONS 2001 16+1","OBE","Dec-19","New Years Honours","3.5","%","7"
"Percentage of honours recipients","Indian","ONS 2001 16+1","MBE","Dec-19","New Years Honours","3.6","%","13"
"Percentage of honours recipients","Indian","ONS 2001 16+1","BEM","Dec-19","New Years Honours","3.1","%","8"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","All","Dec-19","New Years Honours","2","%","19"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","Higher","Dec-19","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","CBE","Dec-19","New Years Honours","2.1","%","2"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","OBE","Dec-19","New Years Honours","2","%","4"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","MBE","Dec-19","New Years Honours","2.8","%","10"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","BEM","Dec-19","New Years Honours","1.1","%","3"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","All","Dec-19","New Years Honours","0.2","%","2"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","Higher","Dec-19","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","CBE","Dec-19","New Years Honours","1.1","%","1"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","OBE","Dec-19","New Years Honours","0.5","%","1"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","MBE","Dec-19","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","BEM","Dec-19","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","All","Dec-19","New Years Honours","0.9","%","9"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","Higher","Dec-19","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","CBE","Dec-19","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","OBE","Dec-19","New Years Honours","1","%","2"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","MBE","Dec-19","New Years Honours","1.4","%","5"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","BEM","Dec-19","New Years Honours","0.8","%","2"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","All","Dec-19","New Years Honours","0.4","%","4"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","Higher","Dec-19","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","CBE","Dec-19","New Years Honours","1.1","%","1"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","OBE","Dec-19","New Years Honours","0.5","%","1"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","MBE","Dec-19","New Years Honours","0.6","%","2"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","BEM","Dec-19","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","All","Dec-19","New Years Honours","0.4","%","4"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","Higher","Dec-19","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","CBE","Dec-19","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","OBE","Dec-19","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","MBE","Dec-19","New Years Honours","0.8","%","3"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","BEM","Dec-19","New Years Honours","0.4","%","1"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","All","Dec-19","New Years Honours","1.2","%","11"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","Higher","Dec-19","New Years Honours","0","%","0"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","CBE","Dec-19","New Years Honours","0","%","0"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","OBE","Dec-19","New Years Honours","1.5","%","3"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","MBE","Dec-19","New Years Honours","1.9","%","7"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","BEM","Dec-19","New Years Honours","0.4","%","1"
"Percentage of honours recipients","Unknown","Unknown","All","Dec-19","New Years Honours","NA","%","148"
"Percentage of honours recipients","Unknown","Unknown","Higher","Dec-19","New Years Honours","NA","%","8"
"Percentage of honours recipients","Unknown","Unknown","CBE","Dec-19","New Years Honours","NA","%","20"
"Percentage of honours recipients","Unknown","Unknown","OBE","Dec-19","New Years Honours","NA","%","29"
"Percentage of honours recipients","Unknown","Unknown","MBE","Dec-19","New Years Honours","NA","%","38"
"Percentage of honours recipients","Unknown","Unknown","BEM","Dec-19","New Years Honours","NA","%","53"
"Percentage of honours recipients","White","ONS 2001 5+1","All","Dec-19","New Years Honours","87.5","%","830"
"Percentage of honours recipients","White","ONS 2001 5+1","Higher","Dec-19","New Years Honours","85.3","%","29"
"Percentage of honours recipients","White","ONS 2001 5+1","CBE","Dec-19","New Years Honours","87.2","%","82"
"Percentage of honours recipients","White","ONS 2001 5+1","OBE","Dec-19","New Years Honours","88.5","%","177"
"Percentage of honours recipients","White","ONS 2001 5+1","MBE","Dec-19","New Years Honours","84.7","%","304"
"Percentage of honours recipients","White","ONS 2001 5+1","BEM","Dec-19","New Years Honours","90.8","%","238"
"Percentage of honours recipients","White","White/Ethnic Minorities","All","Dec-19","New Years Honours","87.5","%","830"
"Percentage of honours recipients","White","White/Ethnic Minorities","Higher","Dec-19","New Years Honours","85.3","%","29"
"Percentage of honours recipients","White","White/Ethnic Minorities","CBE","Dec-19","New Years Honours","87.2","%","82"
"Percentage of honours recipients","White","White/Ethnic Minorities","OBE","Dec-19","New Years Honours","88.5","%","177"
"Percentage of honours recipients","White","White/Ethnic Minorities","MBE","Dec-19","New Years Honours","84.7","%","304"
"Percentage of honours recipients","White","White/Ethnic Minorities","BEM","Dec-19","New Years Honours","90.8","%","238"
"Percentage of honours recipients","White British","ONS 2001 16+1","All","Dec-19","New Years Honours","85","%","807"
"Percentage of honours recipients","White British","ONS 2001 16+1","Higher","Dec-19","New Years Honours","85.3","%","29"
"Percentage of honours recipients","White British","ONS 2001 16+1","CBE","Dec-19","New Years Honours","81.9","%","77"
"Percentage of honours recipients","White British","ONS 2001 16+1","OBE","Dec-19","New Years Honours","85.5","%","171"
"Percentage of honours recipients","White British","ONS 2001 16+1","MBE","Dec-19","New Years Honours","83","%","298"
"Percentage of honours recipients","White British","ONS 2001 16+1","BEM","Dec-19","New Years Honours","88.5","%","232"
"Percentage of honours recipients","White Other","ONS 2001 16+1","All","Dec-19","New Years Honours","2.4","%","23"
"Percentage of honours recipients","White Other","ONS 2001 16+1","Higher","Dec-19","New Years Honours","0","%","0"
"Percentage of honours recipients","White Other","ONS 2001 16+1","CBE","Dec-19","New Years Honours","5.3","%","5"
"Percentage of honours recipients","White Other","ONS 2001 16+1","OBE","Dec-19","New Years Honours","3","%","6"
"Percentage of honours recipients","White Other","ONS 2001 16+1","MBE","Dec-19","New Years Honours","1.7","%","6"
"Percentage of honours recipients","White Other","ONS 2001 16+1","BEM","Dec-19","New Years Honours","2.3","%","6"
"Percentage of honours recipients","All Excluding Unknown","All","All","Jun-19","Queen's Birthday Honours","100","%","939"
"Percentage of honours recipients","All Excluding Unknown","All","Higher","Jun-19","Queen's Birthday Honours","100","%","31"
"Percentage of honours recipients","All Excluding Unknown","All","CBE","Jun-19","Queen's Birthday Honours","100","%","95"
"Percentage of honours recipients","All Excluding Unknown","All","OBE","Jun-19","Queen's Birthday Honours","100","%","191"
"Percentage of honours recipients","All Excluding Unknown","All","MBE","Jun-19","Queen's Birthday Honours","100","%","339"
"Percentage of honours recipients","All Excluding Unknown","All","BEM","Jun-19","Queen's Birthday Honours","100","%","284"
"Percentage of honours recipients","All Including Unknown","All","All","Jun-19","Queen's Birthday Honours","NA","%","1073"
"Percentage of honours recipients","All Including Unknown","All","Higher","Jun-19","Queen's Birthday Honours","NA","%","47"
"Percentage of honours recipients","All Including Unknown","All","CBE","Jun-19","Queen's Birthday Honours","NA","%","107"
"Percentage of honours recipients","All Including Unknown","All","OBE","Jun-19","Queen's Birthday Honours","NA","%","215"
"Percentage of honours recipients","All Including Unknown","All","MBE","Jun-19","Queen's Birthday Honours","NA","%","399"
