"Measure","Measure_type","Ethnicity","Ethnicity_type","Time","Time_Type","Region","Value","Value_Type","confidence_interval","Numerator","denominator","samp_size"
"0-3 months","Length of time spent in unemployment","Other than White","White and other","2021","year","South East","40","%","17.9","12400","31200","72"
"0-3 months","Length of time spent in unemployment","Other than White","White and other","2021","year","South West","?","%","?","?","?","?"
"0-3 months","Length of time spent in unemployment","Other than White","White and other","2021","year","Wales","?","%","?","?","?","?"
"0-3 months","Length of time spent in unemployment","Other than White","White and other","2021","year","West Midlands","38","%","18","20200","53100","70"
"0-3 months","Length of time spent in unemployment","Other than White","White and other","2021","year","Yorkshire and The Humber","31","%","22.4","10300","32900","41"
"0-3 months","Length of time spent in unemployment","White","ONS 2011 5+1","2021","year","All","38","%","2.8","409600","1086500","2812"
"0-3 months","Length of time spent in unemployment","White","ONS 2011 5+1","2021","year","East Midlands","39","%","12.4","32400","82300","148"
"0-3 months","Length of time spent in unemployment","White","ONS 2011 5+1","2021","year","East of England","34","%","10.1","34000","99600","211"
"0-3 months","Length of time spent in unemployment","White","ONS 2011 5+1","2021","year","London","38","%","9.9","53400","142100","228"
"0-3 months","Length of time spent in unemployment","White","ONS 2011 5+1","2021","year","North East","29","%","8.7","19700","68200","261"
"0-3 months","Length of time spent in unemployment","White","ONS 2011 5+1","2021","year","North West","35","%","8.2","46400","131600","324"
"0-3 months","Length of time spent in unemployment","White","ONS 2011 5+1","2021","year","Scotland","35","%","8.6","33800","97200","293"
"0-3 months","Length of time spent in unemployment","White","ONS 2011 5+1","2021","year","South East","46","%","8.2","67900","147900","358"
"0-3 months","Length of time spent in unemployment","White","ONS 2011 5+1","2021","year","South West","38","%","9.6","31200","82800","246"
"0-3 months","Length of time spent in unemployment","White","ONS 2011 5+1","2021","year","Wales","36","%","8.4","20100","55400","315"
"0-3 months","Length of time spent in unemployment","White","ONS 2011 5+1","2021","year","West Midlands","40","%","10.4","36500","92200","214"
"0-3 months","Length of time spent in unemployment","White","ONS 2011 5+1","2021","year","Yorkshire and The Humber","39","%","10.3","34200","87100","214"
"1+ years","Length of time spent in unemployment","All","All","2004","year","All","21","%","0.8","287200","1379000","10603"
"1+ years","Length of time spent in unemployment","All","All","2004","year","East Midlands","22","%","2.9","20000","91200","791"
"1+ years","Length of time spent in unemployment","All","All","2004","year","East of England","16","%","2.5","16900","103600","854"
"1+ years","Length of time spent in unemployment","All","All","2004","year","London","24","%","2.6","65200","273100","1005"
"1+ years","Length of time spent in unemployment","All","All","2004","year","North East","23","%","2.8","15700","69000","852"
"1+ years","Length of time spent in unemployment","All","All","2004","year","North West","23","%","2.3","35100","152900","1244"
"1+ years","Length of time spent in unemployment","All","All","2004","year","Scotland","25","%","2.4","34000","137100","1293"
"1+ years","Length of time spent in unemployment","All","All","2004","year","South East","15","%","2","23000","156700","1260"
"1+ years","Length of time spent in unemployment","All","All","2004","year","South West","18","%","2.6","14900","85200","805"
"1+ years","Length of time spent in unemployment","All","All","2004","year","Wales","20","%","2.6","13300","65300","926"
"1+ years","Length of time spent in unemployment","All","All","2004","year","West Midlands","20","%","2.6","26700","133900","888"
"1+ years","Length of time spent in unemployment","All","All","2004","year","Yorkshire and The Humber","20","%","3","22400","111100","685"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2004","year","All","21","%","3.7","51400","243300","1192"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2004","year","East Midlands","20","%","13.6","2300","11800","81"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2004","year","East of England","9","%","10.1","900","9900","80"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2004","year","London","25","%","6.4","30800","121800","437"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2004","year","North East","15","%","20.4","400","2800","30"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2004","year","North West","23","%","12.4","3800","16400","111"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2004","year","Scotland","27","%","24.7","1300","4700","31"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2004","year","South East","12","%","8.4","1900","16700","139"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2004","year","South West","?","%","?","?","?","?"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2004","year","Wales","?","%","?","?","?","?"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2004","year","West Midlands","17","%","9.3","6000","35300","157"
"1+ years","Length of time spent in unemployment","Other than White","White and other","2004","year","Yorkshire and The Humber","15","%","12.9","2500","17100","73"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2004","year","All","21","%","1.3","235500","1133500","9398"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2004","year","East Midlands","22","%","4.8","17600","79200","708"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2004","year","East of England","17","%","4.2","16000","93600","774"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2004","year","London","23","%","5.5","34400","150500","566"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2004","year","North East","23","%","4.5","15200","66200","822"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2004","year","North West","23","%","3.9","31300","136500","1133"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2004","year","Scotland","25","%","3.8","32700","132200","1260"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2004","year","South East","15","%","3.3","21100","139700","1118"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2004","year","South West","17","%","4.2","14000","81700","780"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2004","year","Wales","21","%","4.2","12600","61600","895"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2004","year","West Midlands","21","%","4.7","20700","98400","730"
"1+ years","Length of time spent in unemployment","White","ONS 2011 5+1","2004","year","Yorkshire and The Humber","21","%","5.1","19900","94000","612"
"1+ years","Length of time spent in unemployment","All","All","2005","year","All","21","%","0.8","303500","1442700","10459"
"1+ years","Length of time spent in unemployment","All","All","2005","year","East Midlands","21","%","2.8","21400","102700","816"
"1+ years","Length of time spent in unemployment","All","All","2005","year","East of England","17","%","2.5","19600","113700","906"
"1+ years","Length of time spent in unemployment","All","All","2005","year","London","26","%","2.8","72700","276300","956"
"1+ years","Length of time spent in unemployment","All","All","2005","year","North East","24","%","3","16100","68100","768"
"1+ years","Length of time spent in unemployment","All","All","2005","year","North West","22","%","2.2","38100","173300","1325"
"1+ years","Length of time spent in unemployment","All","All","2005","year","Scotland","23","%","2.3","31100","137500","1272"
"1+ years","Length of time spent in unemployment","All","All","2005","year","South East","15","%","2","23700","160000","1268"
"1+ years","Length of time spent in unemployment","All","All","2005","year","South West","17","%","2.7","14500","87200","732"
"1+ years","Length of time spent in unemployment","All","All","2005","year","Wales","23","%","2.7","16400","71600","936"
