"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Gender_type","Destination","Value","Value_type","Denominator","Numerator"
"Pupil destination after key stage 4 study (Percentage %)","Indian","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","13045","150"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","18215","600"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","16735","360"
"Pupil destination after key stage 4 study (Percentage %)","Other","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","6905","230"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","7685","105"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","2325","25"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","2020","35"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","10","% of cohort","695","70"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","5330","105"
"Pupil destination after key stage 4 study (Percentage %)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","6905","350"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","19805","320"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","5330","105"
"Pupil destination after key stage 4 study (Percentage %)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","447225","6415"
"Pupil destination after key stage 4 study (Percentage %)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","25760","445"
"Pupil destination after key stage 4 study (Percentage %)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","44230","795"
"Pupil destination after key stage 4 study (Percentage %)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","6905","230"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","2325","25"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","90","% of cohort","19805","17870"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","90","% of cohort","5330","4795"
"Pupil destination after key stage 4 study (Percentage %)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","94","% of cohort","25760","24100"
"Pupil destination after key stage 4 study (Percentage %)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","90","% of cohort","447225","404145"
"Pupil destination after key stage 4 study (Percentage %)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","94","% of cohort","44230","41435"
"Pupil destination after key stage 4 study (Percentage %)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","92","% of cohort","6905","6320"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","97","% of cohort","2325","2265"
"Pupil destination after key stage 4 study (Percentage %)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2012/13","Academic year","England","Country","E92000001","All","All","Education","92","% of cohort","25760","23650"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2012/13","Academic year","England","Country","E92000001","All","All","Education","86","% of cohort","19805","17110"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2012/13","Academic year","England","Country","E92000001","All","All","Education","85","% of cohort","5330","4540"
"Pupil destination after key stage 4 study (Percentage %)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2012/13","Academic year","England","Country","E92000001","All","All","Education","84","% of cohort","447225","373805"
"Pupil destination after key stage 4 study (Percentage %)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2012/13","Academic year","England","Country","E92000001","All","All","Education","92","% of cohort","44230","40745"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2012/13","Academic year","England","Country","E92000001","All","All","Education","97","% of cohort","2325","2260"
"Pupil destination after key stage 4 study (Percentage %)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2012/13","Academic year","England","Country","E92000001","All","All","Education","90","% of cohort","6905","6225"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","19805","505"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","5330","165"
"Pupil destination after key stage 4 study (Percentage %)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","5","% of cohort","447225","20160"
"Pupil destination after key stage 4 study (Percentage %)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","25760","340"
