"Measure","Time","Ethnicity of household reference person","Ethnicity_type","Geography","Value","Value-type","Denominator"
"Attendance Allowance by ethnic group of head","2012/13-2014/15","Bangladeshi","ONS 5+2","K02000001","1","%","319"
"Attendance Allowance by ethnic group of head","2012/13-2014/15","Chinese","ONS 5+2","K02000001","0","%","259"
"Attendance Allowance by ethnic group of head","2012/13-2014/15","Asian other","ONS 5+2","K02000001","1","%","436"
"Attendance Allowance by ethnic group of head","2012/13-2014/15","Black","ONS 5+2","K02000001","1","%","1659"
"Attendance Allowance by ethnic group of head","2012/13-2014/15","Other","ONS 5+2","K02000001","1","%","597"
"Carer's Allowance by ethnic group of head","2012/13-2014/15","All","ONS 5+2","K02000001","2","%","70403"
"Carer's Allowance by ethnic group of head","2012/13-2014/15","White","ONS 5+2","K02000001","2","%","64467"
"Carer's Allowance by ethnic group of head","2012/13-2014/15","White British","ONS 5+2","K02000001","2","%","61665"
"Carer's Allowance by ethnic group of head","2012/13-2014/15","White other","ONS 5+2","K02000001","1","%","2802"
"Carer's Allowance by ethnic group of head","2012/13-2014/15","Mixed","ONS 5+2","K02000001","2","%","569"
"Carer's Allowance by ethnic group of head","2012/13-2014/15","Asian","ONS 5+2","K02000001","1","%","3111"
"Carer's Allowance by ethnic group of head","2012/13-2014/15","Indian","ONS 5+2","K02000001","2","%","1305"
"Carer's Allowance by ethnic group of head","2012/13-2014/15","Pakistani","ONS 5+2","K02000001","2","%","792"
"Carer's Allowance by ethnic group of head","2012/13-2014/15","Bangladeshi","ONS 5+2","K02000001","1","%","319"
"Carer's Allowance by ethnic group of head","2012/13-2014/15","Chinese","ONS 5+2","K02000001","0","%","259"
"Carer's Allowance by ethnic group of head","2012/13-2014/15","Asian other","ONS 5+2","K02000001","0","%","436"
"Carer's Allowance by ethnic group of head","2012/13-2014/15","Black","ONS 5+2","K02000001","2","%","1659"
"Carer's Allowance by ethnic group of head","2012/13-2014/15","Other","ONS 5+2","K02000001","1","%","597"
"Child Benefit by ethnic group of head","2012/13-2014/15","All","ONS 5+2","K02000001","21","%","70403"
"Child Benefit by ethnic group of head","2012/13-2014/15","White","ONS 5+2","K02000001","20","%","64467"
"Child Benefit by ethnic group of head","2012/13-2014/15","White British","ONS 5+2","K02000001","20","%","61665"
"Child Benefit by ethnic group of head","2012/13-2014/15","White other","ONS 5+2","K02000001","26","%","2802"
"Child Benefit by ethnic group of head","2012/13-2014/15","Mixed","ONS 5+2","K02000001","23","%","569"
"Child Benefit by ethnic group of head","2012/13-2014/15","Asian","ONS 5+2","K02000001","27","%","3111"
"Child Benefit by ethnic group of head","2012/13-2014/15","Indian","ONS 5+2","K02000001","22","%","1305"
"Child Benefit by ethnic group of head","2012/13-2014/15","Pakistani","ONS 5+2","K02000001","35","%","792"
"Child Benefit by ethnic group of head","2012/13-2014/15","Bangladeshi","ONS 5+2","K02000001","34","%","319"
"Child Benefit by ethnic group of head","2012/13-2014/15","Chinese","ONS 5+2","K02000001","19","%","259"
"Child Benefit by ethnic group of head","2012/13-2014/15","Asian other","ONS 5+2","K02000001","30","%","436"
"Child Benefit by ethnic group of head","2012/13-2014/15","Black","ONS 5+2","K02000001","31","%","1659"
"Child Benefit by ethnic group of head","2012/13-2014/15","Other","ONS 5+2","K02000001","26","%","597"
"Child Tax Credit by ethnic group of head","2012/13-2014/15","All","ONS 5+2","K02000001","10","%","70403"
"Child Tax Credit by ethnic group of head","2012/13-2014/15","White","ONS 5+2","K02000001","10","%","64467"
"Child Tax Credit by ethnic group of head","2012/13-2014/15","White British","ONS 5+2","K02000001","9","%","61665"
"Child Tax Credit by ethnic group of head","2012/13-2014/15","White other","ONS 5+2","K02000001","13","%","2802"
"Child Tax Credit by ethnic group of head","2012/13-2014/15","Mixed","ONS 5+2","K02000001","14","%","569"
"Child Tax Credit by ethnic group of head","2012/13-2014/15","Asian","ONS 5+2","K02000001","16","%","3111"
"Child Tax Credit by ethnic group of head","2012/13-2014/15","Indian","ONS 5+2","K02000001","8","%","1305"
"Child Tax Credit by ethnic group of head","2012/13-2014/15","Pakistani","ONS 5+2","K02000001","26","%","792"
"Child Tax Credit by ethnic group of head","2012/13-2014/15","Bangladeshi","ONS 5+2","K02000001","28","%","319"
"Child Tax Credit by ethnic group of head","2012/13-2014/15","Chinese","ONS 5+2","K02000001","6","%","259"
"Child Tax Credit by ethnic group of head","2012/13-2014/15","Asian other","ONS 5+2","K02000001","16","%","436"
"Child Tax Credit by ethnic group of head","2012/13-2014/15","Black","ONS 5+2","K02000001","21","%","1659"
"Child Tax Credit by ethnic group of head","2012/13-2014/15","Other","ONS 5+2","K02000001","15","%","597"
"Council Tax Reduction by ethnic group of head","2012/13-2014/15","All","ONS 5+2","K02000001","15","%","70403"
"Council Tax Reduction by ethnic group of head","2012/13-2014/15","White","ONS 5+2","K02000001","15","%","64467"
"Council Tax Reduction by ethnic group of head","2012/13-2014/15","White British","ONS 5+2","K02000001","15","%","61665"
"Council Tax Reduction by ethnic group of head","2012/13-2014/15","White other","ONS 5+2","K02000001","12","%","2802"
"Council Tax Reduction by ethnic group of head","2012/13-2014/15","Mixed","ONS 5+2","K02000001","18","%","569"
"Council Tax Reduction by ethnic group of head","2012/13-2014/15","Asian","ONS 5+2","K02000001","14","%","3111"
"Council Tax Reduction by ethnic group of head","2012/13-2014/15","Indian","ONS 5+2","K02000001","10","%","1305"
"Council Tax Reduction by ethnic group of head","2012/13-2014/15","Pakistani","ONS 5+2","K02000001","17","%","792"
"Council Tax Reduction by ethnic group of head","2012/13-2014/15","Bangladeshi","ONS 5+2","K02000001","25","%","319"
"Council Tax Reduction by ethnic group of head","2012/13-2014/15","Chinese","ONS 5+2","K02000001","7","%","259"
"Council Tax Reduction by ethnic group of head","2012/13-2014/15","Asian other","ONS 5+2","K02000001","13","%","436"
"Council Tax Reduction by ethnic group of head","2012/13-2014/15","Black","ONS 5+2","K02000001","25","%","1659"
"Council Tax Reduction by ethnic group of head","2012/13-2014/15","Other","ONS 5+2","K02000001","19","%","597"
"Disability Living Allowance (care component) by ethnic group of head","2012/13-2014/15","All","ONS 5+2","K02000001","7","%","70403"
"Disability Living Allowance (care component) by ethnic group of head","2012/13-2014/15","White","ONS 5+2","K02000001","7","%","64467"
"Disability Living Allowance (care component) by ethnic group of head","2012/13-2014/15","White British","ONS 5+2","K02000001","7","%","61665"
"Disability Living Allowance (care component) by ethnic group of head","2012/13-2014/15","White other","ONS 5+2","K02000001","3","%","2802"
"Disability Living Allowance (care component) by ethnic group of head","2012/13-2014/15","Mixed","ONS 5+2","K02000001","4","%","569"
"Disability Living Allowance (care component) by ethnic group of head","2012/13-2014/15","Asian","ONS 5+2","K02000001","5","%","3111"
"Disability Living Allowance (care component) by ethnic group of head","2012/13-2014/15","Indian","ONS 5+2","K02000001","5","%","1305"
"Disability Living Allowance (care component) by ethnic group of head","2012/13-2014/15","Pakistani","ONS 5+2","K02000001","7","%","792"
"Disability Living Allowance (care component) by ethnic group of head","2012/13-2014/15","Bangladeshi","ONS 5+2","K02000001","4","%","319"
"Disability Living Allowance (care component) by ethnic group of head","2012/13-2014/15","Chinese","ONS 5+2","K02000001","1","%","259"
"Disability Living Allowance (care component) by ethnic group of head","2012/13-2014/15","Asian other","ONS 5+2","K02000001","2","%","436"
"Disability Living Allowance (care component) by ethnic group of head","2012/13-2014/15","Black","ONS 5+2","K02000001","5","%","1659"
"Disability Living Allowance (care component) by ethnic group of head","2012/13-2014/15","Other","ONS 5+2","K02000001","4","%","597"
"Disability Living Allowance (mobility component) by ethnic group of head","2012/13-2014/15","All","ONS 5+2","K02000001","6","%","70403"
"Disability Living Allowance (mobility component) by ethnic group of head","2012/13-2014/15","White","ONS 5+2","K02000001","6","%","64467"
"Disability Living Allowance (mobility component) by ethnic group of head","2012/13-2014/15","White British","ONS 5+2","K02000001","7","%","61665"
"Disability Living Allowance (mobility component) by ethnic group of head","2012/13-2014/15","White other","ONS 5+2","K02000001","3","%","2802"
"Disability Living Allowance (mobility component) by ethnic group of head","2012/13-2014/15","Mixed","ONS 5+2","K02000001","5","%","569"
"Disability Living Allowance (mobility component) by ethnic group of head","2012/13-2014/15","Asian","ONS 5+2","K02000001","4","%","3111"
"Disability Living Allowance (mobility component) by ethnic group of head","2012/13-2014/15","Indian","ONS 5+2","K02000001","4","%","1305"
"Disability Living Allowance (mobility component) by ethnic group of head","2012/13-2014/15","Pakistani","ONS 5+2","K02000001","5","%","792"
"Disability Living Allowance (mobility component) by ethnic group of head","2012/13-2014/15","Bangladeshi","ONS 5+2","K02000001","5","%","319"
"Disability Living Allowance (mobility component) by ethnic group of head","2012/13-2014/15","Chinese","ONS 5+2","K02000001","2","%","259"
"Disability Living Allowance (mobility component) by ethnic group of head","2012/13-2014/15","Asian other","ONS 5+2","K02000001","2","%","436"
"Disability Living Allowance (mobility component) by ethnic group of head","2012/13-2014/15","Black","ONS 5+2","K02000001","5","%","1659"
"Disability Living Allowance (mobility component) by ethnic group of head","2012/13-2014/15","Other","ONS 5+2","K02000001","4","%","597"
"Employment and Support Allowance by ethnic group of head","2012/13-2014/15","All","ONS 5+2","K02000001","3","%","70403"
"Employment and Support Allowance by ethnic group of head","2012/13-2014/15","White","ONS 5+2","K02000001","3","%","64467"
"Employment and Support Allowance by ethnic group of head","2012/13-2014/15","White British","ONS 5+2","K02000001","3","%","61665"
"Employment and Support Allowance by ethnic group of head","2012/13-2014/15","White other","ONS 5+2","K02000001","1","%","2802"
"Employment and Support Allowance by ethnic group of head","2012/13-2014/15","Mixed","ONS 5+2","K02000001","3","%","569"
"Employment and Support Allowance by ethnic group of head","2012/13-2014/15","Asian","ONS 5+2","K02000001","2","%","3111"
"Employment and Support Allowance by ethnic group of head","2012/13-2014/15","Indian","ONS 5+2","K02000001","1","%","1305"
"Employment and Support Allowance by ethnic group of head","2012/13-2014/15","Pakistani","ONS 5+2","K02000001","3","%","792"
"Employment and Support Allowance by ethnic group of head","2012/13-2014/15","Bangladeshi","ONS 5+2","K02000001","7","%","319"
"Employment and Support Allowance by ethnic group of head","2012/13-2014/15","Chinese","ONS 5+2","K02000001","1","%","259"
"Employment and Support Allowance by ethnic group of head","2012/13-2014/15","Asian other","ONS 5+2","K02000001","1","%","436"
"Employment and Support Allowance by ethnic group of head","2012/13-2014/15","Black","ONS 5+2","K02000001","2","%","1659"
"Employment and Support Allowance by ethnic group of head","2012/13-2014/15","Other","ONS 5+2","K02000001","4","%","597"
"Housing Benefit by ethnic group of head","2012/13-2014/15","All","ONS 5+2","K02000001","13","%","70403"
"Housing Benefit by ethnic group of head","2012/13-2014/15","White","ONS 5+2","K02000001","13","%","64467"
"Housing Benefit by ethnic group of head","2012/13-2014/15","White British","ONS 5+2","K02000001","13","%","61665"
"Housing Benefit by ethnic group of head","2012/13-2014/15","White other","ONS 5+2","K02000001","13","%","2802"
"Housing Benefit by ethnic group of head","2012/13-2014/15","Mixed","ONS 5+2","K02000001","18","%","569"
"Housing Benefit by ethnic group of head","2012/13-2014/15","Asian","ONS 5+2","K02000001","11","%","3111"
"Housing Benefit by ethnic group of head","2012/13-2014/15","Indian","ONS 5+2","K02000001","6","%","1305"
"Housing Benefit by ethnic group of head","2012/13-2014/15","Pakistani","ONS 5+2","K02000001","11","%","792"
"Housing Benefit by ethnic group of head","2012/13-2014/15","Bangladeshi","ONS 5+2","K02000001","21","%","319"
"Housing Benefit by ethnic group of head","2012/13-2014/15","Chinese","ONS 5+2","K02000001","6","%","259"
"Housing Benefit by ethnic group of head","2012/13-2014/15","Asian other","ONS 5+2","K02000001","15","%","436"
"Housing Benefit by ethnic group of head","2012/13-2014/15","Black","ONS 5+2","K02000001","25","%","1659"
"Housing Benefit by ethnic group of head","2012/13-2014/15","Other","ONS 5+2","K02000001","19","%","597"
"Income Support by ethnic group of head","2012/13-2014/15","All","ONS 5+2","K02000001","3","%","70403"
"Income Support by ethnic group of head","2012/13-2014/15","White","ONS 5+2","K02000001","3","%","64467"
"Income Support by ethnic group of head","2012/13-2014/15","White British","ONS 5+2","K02000001","3","%","61665"
"Income Support by ethnic group of head","2012/13-2014/15","White other","ONS 5+2","K02000001","2","%","2802"
"Income Support by ethnic group of head","2012/13-2014/15","Mixed","ONS 5+2","K02000001","5","%","569"
"Income Support by ethnic group of head","2012/13-2014/15","Asian","ONS 5+2","K02000001","3","%","3111"
"Income Support by ethnic group of head","2012/13-2014/15","Indian","ONS 5+2","K02000001","2","%","1305"
"Income Support by ethnic group of head","2012/13-2014/15","Pakistani","ONS 5+2","K02000001","5","%","792"
"Income Support by ethnic group of head","2012/13-2014/15","Bangladeshi","ONS 5+2","K02000001","6","%","319"
"Income Support by ethnic group of head","2012/13-2014/15","Chinese","ONS 5+2","K02000001","2","%","259"
"Income Support by ethnic group of head","2012/13-2014/15","Asian other","ONS 5+2","K02000001","2","%","436"
"Income Support by ethnic group of head","2012/13-2014/15","Black","ONS 5+2","K02000001","8","%","1659"
"Income Support by ethnic group of head","2012/13-2014/15","Other","ONS 5+2","K02000001","4","%","597"
"Jobseeker's Allowance by ethnic group of head","2012/13-2014/15","All","ONS 5+2","K02000001","3","%","70403"
"Jobseeker's Allowance by ethnic group of head","2012/13-2014/15","White","ONS 5+2","K02000001","3","%","64467"
"Jobseeker's Allowance by ethnic group of head","2012/13-2014/15","White British","ONS 5+2","K02000001","3","%","61665"
"Jobseeker's Allowance by ethnic group of head","2012/13-2014/15","White other","ONS 5+2","K02000001","2","%","2802"
