"Measure","Year","NHS_trust","NHS_trust_code","Ethnicity","Ethnicity_type","Geography","Geography_type","NHS_trust_type","Value","Value_type","Numerator","Denominator",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2018","Sussex Partnership NHS Foundation Trust","RX2","White","White & Other","South","Grouped region","Mental Health","7","%","140","2007",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2018","Tees, Esk and Wear Valleys NHS Foundation Trust","RX3","Other","White & Other","North","Grouped region","Mental Health","7","%","5","71",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2018","Tees, Esk and Wear Valleys NHS Foundation Trust","RX3","White","White & Other","North","Grouped region","Mental Health","5","%","93","1864",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2018","Northumberland, Tyne and Wear NHS Foundation Trust","RX4","Other","White & Other","North","Grouped region","Mental Health","12","%","16","132",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2018","Northumberland, Tyne and Wear NHS Foundation Trust","RX4","White","White & Other","North","Grouped region","Mental Health","5","%","168","3363",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2018","North East Ambulance Service NHS Foundation Trust","RX6","Other","White & Other","North","Grouped region","Ambulance","22","%","4","18",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2018","North East Ambulance Service NHS Foundation Trust","RX6","White","White & Other","North","Grouped region","Ambulance","7","%","79","1134",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2018","North West Ambulance Service NHS Trust","RX7","Other","White & Other","North","Grouped region","Ambulance","13","%","14","109",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2018","North West Ambulance Service NHS Trust","RX7","White","White & Other","North","Grouped region","Ambulance","11","%","277","2522",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2018","Yorkshire Ambulance Service NHS Trust","RX8","Other","White & Other","North","Grouped region","Ambulance","15","%","8","55",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2018","Yorkshire Ambulance Service NHS Trust","RX8","White","White & Other","North","Grouped region","Ambulance","9","%","133","1476",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2018","East Midlands Ambulance Service NHS Trust","RX9","Other","White & Other","Midlands","Grouped region","Ambulance","15","%","9","59",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2018","East Midlands Ambulance Service NHS Trust","RX9","White","White & Other","Midlands","Grouped region","Ambulance","10","%","171","1707",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2018","Cheshire and Wirral Partnership NHS Foundation Trust","RXA","Other","White & Other","North","Grouped region","Mental Health","7","%","5","68",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2018","Cheshire and Wirral Partnership NHS Foundation Trust","RXA","White","White & Other","North","Grouped region","Mental Health","5","%","76","1512",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2018","East Sussex Healthcare NHS Trust","RXC","Other","White & Other","South","Grouped region","Acute","17","%","77","455",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2018","East Sussex Healthcare NHS Trust","RXC","White","White & Other","South","Grouped region","Acute","6","%","181","3015",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2018","Rotherham Doncaster and South Humber NHS Foundation Trust","RXE","Other","White & Other","North","Grouped region","Mental Health","10","%","5","52",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2018","Rotherham Doncaster and South Humber NHS Foundation Trust","RXE","White","White & Other","North","Grouped region","Mental Health","5","%","66","1327",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2018","Mid Yorkshire Hospitals NHS Trust","RXF","Other","White & Other","North","Grouped region","Acute","21","%","12","58",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2018","Mid Yorkshire Hospitals NHS Trust","RXF","White","White & Other","North","Grouped region","Acute","9","%","37","407",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2018","South West Yorkshire Partnership NHS Foundation Trust","RXG","Other","White & Other","North","Grouped region","Mental Health","8","%","8","99",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2018","South West Yorkshire Partnership NHS Foundation Trust","RXG","White","White & Other","North","Grouped region","Mental Health","5","%","72","1447",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2018","Brighton and Sussex University Hospitals NHS Trust","RXH","Other","White & Other","South","Grouped region","Acute","15","%","113","756",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2018","Brighton and Sussex University Hospitals NHS Trust","RXH","White","White & Other","South","Grouped region","Acute","7","%","261","3729",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2018","Sandwell and West Birmingham Hospitals NHS Trust","RXK","Other","White & Other","Midlands","Grouped region","Acute","16","%","10","62",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2018","Sandwell and West Birmingham Hospitals NHS Trust","RXK","White","White & Other","Midlands","Grouped region","Acute","6","%","6","94",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2018","Blackpool Teaching Hospitals NHS Foundation Trust","RXL","Other","White & Other","North","Grouped region","Acute","16","%","24","151",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2018","Blackpool Teaching Hospitals NHS Foundation Trust","RXL","White","White & Other","North","Grouped region","Acute","7","%","139","1985",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2018","Derbyshire Healthcare NHS Foundation Trust","RXM","Other","White & Other","Midlands","Grouped region","Mental Health","16","%","22","140",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2018","Derbyshire Healthcare NHS Foundation Trust","RXM","White","White & Other","Midlands","Grouped region","Mental Health","5","%","53","1065",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2018","Lancashire Teaching Hospitals NHS Foundation Trust","RXN","Other","White & Other","North","Grouped region","Acute","14","%","54","384",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2018","Lancashire Teaching Hospitals NHS Foundation Trust","RXN","White","White & Other","North","Grouped region","Acute","7","%","210","2999",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2018","County Durham and Darlington NHS Foundation Trust","RXP","White","White & Other","North","Grouped region","Acute","5","%","16","316",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2018","Buckinghamshire Healthcare NHS Trust","RXQ","Other","White & Other","South","Grouped region","Acute","11","%","64","582",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2018","Buckinghamshire Healthcare NHS Trust","RXQ","White","White & Other","South","Grouped region","Acute","5","%","112","2242",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","2018","East Lancashire Hospitals NHS Trust","RXR","Other","White & Other","North","Grouped region","Acute","16","%","64","401",""
