"Measure","Time","Time_type","Ethnicity of household reference person","Ethnicity_type","Geography","Geography_type","Gender","Gender_type","Age Bracket","Age Bracket Type","Value","Denominator","Note"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2013-2017","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","27","369",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2013-2017","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","26","2,794",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2013-2017","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","30","1,075",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2013-2017","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","31","193",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2013-2017","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","19","8,017",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2013-2017","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","17","6,110",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2013-2017","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","17","5,717",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2013-2017","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","19","393",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2013-2017","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","35","124",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2013-2017","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","36","1,053",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2013-2017","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","37","381",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2013-2017","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","..","69","Value suppressed due to small sample size"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2013-2017","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","12","17,883",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2013-2017","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","11","14,731",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2013-2017","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","11","13,906",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2013-2017","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","14","825",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2013-2017","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","24","217",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2013-2017","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","21","1,562",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2013-2017","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","25","588",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2013-2017","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","27","105",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2013-2017","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","11","7,119",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2013-2017","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","11","6,607",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2013-2017","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","11","6,331",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2013-2017","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","12","276",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2013-2017","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","..","28","Value suppressed due to small sample size"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2013-2017","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","18","179",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2013-2017","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","30","106",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2013-2017","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","..","19","Value suppressed due to small sample size"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2013-2017","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","20","33,019",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2013-2017","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","19","27,448",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2013-2017","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","19","25,954",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2013-2017","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","22","1,494",""
