"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Gender","Gender type","Age","Age Bracket Type","Highest qualification held","Qualification_type","Value_type","Value","Numerator","Denominator","lower 95%","upper 95%"
"% of individuals unemployed","Unreported","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","5.20%","172129.5","3332043.5","4.80%","5.50%"
"% of individuals unemployed","White","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","5.70%","116254","2046428","5.20%","6.10%"
"% of individuals unemployed","Mixed","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","8.30%","8289","100393","4.10%","12.40%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","11.20%","6449","57507","4.60%","17.80%"
"% of individuals unemployed","Other","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","2.60%","635","24802","-2.10%","7.30%"
"% of individuals unemployed","Other than White ","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","8.70%","17597","203127","5.70%","11.70%"
"% of individuals unemployed","Unreported","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","6.00%","134288","2251993","5.50%","6.40%"
"% of individuals unemployed","White","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","4.10%","31222","754315","3.50%","4.80%"
"% of individuals unemployed","Mixed","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","5.40%","7149","132507","2.50%","8.30%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","9.90%","4609","46462","3.10%","16.70%"
"% of individuals unemployed","Other","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","5.50%","3723","67953","1.20%","9.70%"
"% of individuals unemployed","Other than White ","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","6.30%","16011","255060","4%","8.60%"
"% of individuals unemployed","Unreported","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","4.70%","47233","1010646","4.10%","5.30%"
"% of individuals unemployed","White","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","5.60%","81992","1451388","5.10%","6.20%"
"% of individuals unemployed","Mixed","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","3.50%","6192","176068","1.50%","5.50%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","6.50%","3707","57364","1.30%","11.60%"
"% of individuals unemployed","Other","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","4.60%","2542","54767","0.50%","8.80%"
"% of individuals unemployed","Other than White ","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","4.30%","13179","303917","2.60%","6%"
"% of individuals unemployed","Unreported","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","5.40%","95341","1758182","5%","5.90%"
"% of individuals unemployed","White","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","4.50%","1951","43725","1.60%","7.30%"
"% of individuals unemployed","Mixed","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Black or Black British","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Other","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Other than White ","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Unreported","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","4.20%","2189","52309","1.60%","6.70%"
"% of individuals unemployed","White","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","3.80%","603049","15998651","3.60%","3.90%"
"% of individuals unemployed","Mixed","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","6.70%","13280","198315","4%","9.40%"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","6.00%","70511","1177479","5%","7%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","8.30%","47099","569795","6.50%","10.10%"
"% of individuals unemployed","Other","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","5.40%","22210","411907","3.70%","7.10%"
