"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Gender_type","Destination","Value","Value_type","Denominator","Numerator"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Employment","9","% of cohort","3605","320"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Employment","23","% of cohort","267935","61135"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Employment","17","% of cohort","8865","1500"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Employment","16","% of cohort","10140","1575"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Employment","7","% of cohort","28355","2080"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Employment","9","% of cohort","14590","1260"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","3605","50"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","1995","10"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Apprenticeships","5","% of cohort","267935","14055"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","8865","260"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","14590","285"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","All","All","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","88","% of cohort","345785","303050"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","All","All","2012/13","Academic year","England","Country","E92000001","All","All","Education","60","% of cohort","345785","206085"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","All","All","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","5","% of cohort","345785","17790"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","All","All","2012/13","Academic year","England","Country","E92000001","All","All","Employment","23","% of cohort","345785","79170"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","All","All","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","10","% of cohort","345785","34205"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","All","All","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","345785","8530"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","89","% of cohort","20","15"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","86","% of cohort","3200","2740"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White - Irish","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","87","% of cohort","1330","1165"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","88","% of cohort","4175","3670"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Unclassified","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","80","% of cohort","17035","13625"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White and Asian","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","88","% of cohort","2390","2095"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Pakistani","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","85","% of cohort","10050","8535"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","87","% of cohort","4010","3480"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White - British","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","88","% of cohort","258815","228805"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","62","% of cohort","55","35"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","84","% of cohort","4630","3890"
